,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7978586,11,Jared Wegner,,,Sr,OF,6-0,R/R,15001,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824617,32,Zack Morris,,,Sr,P,6-3,L/L,15001,18,18,1,7.64,33.0,,39,34,28,18,39,,164,139,4,1,1,4,1,3,,14,9,4,,559,31,27,1,4,2,14,
2,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824628,41,Will McEntire,,,Jr,P,6-4,L/R,15001,21,21,10,5.07,87.0,1,92,51,49,29,83,,374,340,16,1,2,20,4,3,,5,2,1,1,"1,294",64,102,8,3,2,27,1
3,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824632,10,Peyton Stovall,,,So,INF,5-11,L/R,15001,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824633,25,Brady Tygart,,,So,P,6-2,R/R,15001,10,10,6,3.20,25.1,,15,11,9,8,31,,102,90,3,,,4,,4,,2,,,,330,23,20,3,1,1,9,
5,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824634,33,Hagen Smith,,,So,P,6-3,L/L,15001,18,18,11,3.64,71.2,,56,30,29,42,109,,310,258,8,,,7,2,7,2,5,2,3,,"1,236",57,38,8,2,2,27,
6,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824637,8,Jace Bohrofen,,,Jr,OF,6-2,L/R,15001,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824639,31,Dylan Carter,,,So,P,6-2,R/R,15001,16,16,,3.65,37.0,,37,16,15,11,26,,156,140,3,,,4,3,2,,13,5,,3,526,41,36,6,,2,5,
8,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824640,37,Jake Faherty,,,So,P,6-3,R/R,15001,1,1,,40.50,0.2,,0,3,3,3,1,,5,2,,,2,,,,,,,,,22,,1,,,,,
9,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824641,29,Austin Ledbetter,,,So,P,6-1,R/R,15001,15,15,,7.09,33.0,,50,29,26,13,23,,164,141,6,,,4,3,6,,7,2,,4,551,24,46,,1,1,7,
10,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7824642,5,Kendall Diggs,,,So,UT,6-0,L/R,15001,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984549,26,Mason Neville,,,Fr,OF,6-3,L/L,15001,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984579,39,Hunter Hollan,,,Jr,P,6-5,L/L,15001,17,17,15,4.13,80.2,1,82,41,37,29,74,,352,310,11,1,3,13,5,9,,4,1,1,3,"1,276",70,84,8,2,1,15,1
13,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7978623,9,John Bolton,,,Sr,INF,5-10,R/R,15001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7978624,44,Parker Rowland,,,Jr,C,6-3,B/R,15001,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7978625,28,Koty Frank,,,Sr,P,6-2,R/R,15001,6,6,,3.09,11.2,,9,4,4,1,9,,44,42,,,,2,1,,,7,1,1,,32,16,8,,,,,
16,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984584,48,Cooper Dossett,,,Fr,P,6-0,R/R,15001,2,2,,21.60,1.2,,2,4,4,4,3,,12,7,,,,,,1,,,,,,21,,2,,,,2,
17,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984581,40,Ben Bybee,,,Fr,P,6-6,R/R,15001,15,15,7,7.24,27.1,,32,24,22,24,29,,140,110,7,1,,4,4,3,,12,6,1,2,528,27,23,2,1,,6,
18,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984545,13,Jayson Jones,,,Fr,INF,6-2,R/R,15001,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984583,45,Gage Wood,,,Fr,P,6-0,R/R,15001,23,23,,4.80,30.0,,21,17,16,23,42,,140,106,3,,1,1,9,7,1,25,11,1,3,597,20,26,2,,5,13,
20,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984527,1,Harold Coll,,,Jr,INF,5-11,R/R,15001,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984529,6,Caleb Cali,,,Jr,INF,6-3,R/R,15001,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984530,15,Ben McLaughlin,,,Jr,UT,6-3,L/R,15001,29,3,,16.88,2.2,,5,5,5,4,4,,17,11,,,,,1,,,,,1,1,72,1,3,,1,,1,
23,2023,2022-23,MBA,31,Arkansas,1,I,SEC,7984531,18,Reese Robinett,,,Fr,INF,6-3,L/R,15001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
