game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,C. Dunn grounded out to ss.,1,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,B. Hong grounded out to 2b.,2,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,N. Albanese walked.,3,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,E. Nicol hit by pitch; N. Albanese advanced to second.,4,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,N. Albanese stole third.,5,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,E. Nicol stole second.,6,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,1,top,P. Hollabaug flied out to lf.,7,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,1,bot,C. Perez flied out to lf.,8,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,1,bot,T. Arnold popped up to 2b.,9,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,1,bot,B. Wirthgen walked.,10,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,1,bot,B. Wirthgen Failed pickoff attempt.,11,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,1,bot,"B. Wirthgen advanced to second on an error by p, out at third rf to 3b, caught stealing.",12,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,2,top,J. Upton grounded out to 3b.,13,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,2,top,K. Schabot flied out to cf.,14,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,2,top,B. Haverlock struck out swinging.,15,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,2,bot,N. Hata hit by pitch.,16,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,2,bot,R. Bayne flied out to rf.,17,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,2,bot,E. Murakoshi singled to left field; N. Hata advanced to second.,18,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,2,bot,A. Nykoluk flied out to cf; N. Hata advanced to third.,19,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,2,bot,Z. Chang flied out to rf.,20,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,3,top,Z. Staszkow walked.,21,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,3,top,J. Vanek to p for V. Castroll.,22,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,3,top,C. Dunn struck out swinging; Z. Staszkow out at second c to 1b.,23,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,3,top,B. Hong struck out swinging.,24,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,3,bot,J. Gabrillo lined out to 2b.,25,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,3,bot,C. Perez flied out to 2b.,26,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,3,bot,T. Arnold lined out to 3b.,27,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,4,top,N. Albanese flied out to 2b.,28,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,4,top,E. Nicol grounded out to ss.,29,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,4,top,P. Hollabaug flied out to lf.,30,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,4,bot,B. Wirthgen singled to center field.,31,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,4,bot,"N. Hata grounded out to p, SAC; B. Wirthgen advanced to second.",32,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,4,bot,R. Bayne walked.,33,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,4,bot,E. Murakoshi flied out to rf.,34,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,4,bot,A. Nykoluk flied out to cf.,35,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,5,top,J. Upton flied out to rf.,36,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,5,top,K. Schabot grounded out to ss.,37,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,5,top,B. Haverlock struck out swinging.,38,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,5,bot,Z. Chang walked.,39,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,5,bot,"J. Gabrillo grounded out to p, SAC; Z. Chang advanced to second.",40,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,5,bot,C. Perez struck out swinging.,41,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,5,bot,T. Arnold flied out to rf.,42,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,6,top,Z. Staszkow hit by pitch.,43,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,6,top,"C. Dunn grounded out to p, SAC; Z. Staszkow advanced to second.",44,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,6,top,B. Hong hit by pitch.,45,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,6,top,N. Albanese struck out swinging.,46,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,6,top,E. Nicol walked; B. Hong advanced to second; Z. Staszkow advanced to third.,47,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,6,top,P. Hollabaug flied out to cf.,48,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,6,bot,B. Wirthgen flied out to lf.,49,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,6,bot,N. Hata grounded out to 1b unassisted.,50,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,6,bot,R. Bayne singled to third base.,51,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,6,bot,E. Murakoshi reached first on an error by ss; R. Bayne advanced to third.,52,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,6,bot,A. Nykoluk grounded out to p.,53,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,G. Sinfield to p for J. Vanek.,54,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,J. Upton struck out swinging.,55,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,K. Schabot walked.,56,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,C. Yonamine pinch hit for B. Haverlock.,57,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,C. Yonamine struck out looking.,58,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,K. Schabot advanced to second on a wild pitch.,59,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,7,top,"Z. Staszkow singled to left field; K. Schabot advanced to third, out at home lf to c.",60,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,C. Yonamine to lf.,61,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,"Z. Chang doubled, out at third lf to 3b.",62,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,J. Gabrillo grounded out to 1b unassisted.,63,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,C. Perez singled to left field.,64,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,M. Biehl pinch ran for C. Perez.,65,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,"T. Arnold homered to left field, 2 RBI; M. Biehl scored.",66,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,C. Schultz to p for N. Scott.,67,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614911,7,bot,B. Wirthgen flied out to cf.,68,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,8,top,N. Rhea to p for G. Sinfield.,69,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,8,top,C. Dunn flied out to cf.,70,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
6550131,614898,Saint Martin's Saints,614911,Hawaii Pacific Sharks,614898,8,top,B. Hong flied out to 2b.,71,2026-02-05 05:00:00-05:00,"Hans L'Orange Field (Waipahu, HI)",0,MBA,2026
