game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,Gazaway struck out swinging (1-2 FBFS).,1,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,Myers flied out to cf (1-1 KB).,2,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,McCoy hit by pitch (0-1 F).,3,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,"White reached on an error by lf, advanced to second (0-0)3a McCoy scored, unearned.",4,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,Prozny walked (3-1 BKBBB).,5,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,"Senese singled to center field, RBI (1-1 BF)3a Prozny advanced to third3a White scored, unearned.",6,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614612,1,top,Christman struck out looking (2-2 BBKKK).,7,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"PRUITT, R. walked (3-0 BBBB).",8,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"PRUITT, R. stole second, advanced to third on an error by c.",9,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"LOHRY, B. walked (3-2 BKBSFBB).",10,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"KULIKOWSKI walked (3-1 BFBBB)3a LOHRY, B. advanced to second.",11,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"EARLEY, N. walked, RBI (3-2 KBFBBFB)3a KULIKOWSKI advanced to second3a LOHRY, B. advanced to third3a PRUITT, R. scored.",12,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"THOMAS E. reached on a fielder's choice, RBI (3-2 BFFBBFF)3a EARLEY, N. out at first ss to 1b3a KULIKOWSKI advanced to third3a LOHRY, B. scored.",13,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"TRIPPEL, L. flied out to lf, SF, RBI (0-2 KF)3a THOMAS E. advanced to second3a KULIKOWSKI scored.",14,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
6494258,614612,Ga. Southern Eagles,614740,South Fla. Bulls,614740,1,bot,"LUTZ, J. singled to center field, RBI (0-1 S)3a THOMAS E. scored.",15,2026-02-21 00:00:00-05:00,"USF Baseball Stadium (Tampa, FL)",577,MBA,2026
