game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season,game_date
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,1,top,L. Hinze struck out swinging.,1,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,1,top,G. Rangel grounded out to p.,2,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,1,top,M. Hagel-Pit singled through the left side.,3,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,1,top,W. Brassil grounded out to 1b unassisted.,4,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,1,bot,B. Ritzmann to p.,5,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,1,bot,D. Bradford doubled down the rf line.,6,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,1,bot,C. Wright struck out swinging.,7,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,1,bot,H. Barcello reached on a fielder's choice3a D. Bradford out at third p to ss to 3b to lf.,8,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,1,bot,P. Sachen struck out swinging.,9,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,2,top,M. Maydon flied out to cf.,10,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,2,top,A. Welsh hit by pitch.,11,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,2,top,"A. Welsh out at second c to ss, caught stealing.",12,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,2,top,G. Acosta walked.,13,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,2,top,G. Acosta advanced to second on a passed ball.,14,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,2,top,C. Laeng struck out swinging.,15,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,2,bot,Ch. Green flied out to lf.,16,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,2,bot,T. Saire grounded out 3b to ss to 1b.,17,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,2,bot,Co. Green grounded out to ss.,18,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,3,top,R. Panlasigu grounded out to 3b.,19,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,3,top,L. Hinze fouled out to 1b.,20,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596785,3,top,G. Rangel flied out to cf.,21,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,3,bot,Z. Vetal fouled out to rf.,22,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,3,bot,J. Wiltshire walked.,23,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
6339196,596785,Colo. Christian Cougars,596832,Northwestern Okla. Rangers,596832,3,bot,J. Wiltshire advanced to second on a wild pitch.,24,2025-01-31 00:00:00-05:00,"Myers Stadium (Alva, OK)",101,MBA,2025,2025-01-31
