season,season_name,sport_id,ncaa_division,ncaa_division_formatted,team_conference_name,school_id,school_name,player_id,player_jersey_num,player_full_name,player_first_name,player_last_name,player_class,player_positions,player_height_string,player_weight,player_batting_hand,player_throwing_hand,player_hometown,player_high_school,player_G,player_GS,player_url
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5040401,43,Quinn Atwood,Quinn,Atwood,Sr.,P,,,,,,,11,0,https://stats.ncaa.org/players/5040401
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199490,1,Braden Pearson,Braden,Pearson,Jr.,P,,,,,,,6,0,https://stats.ncaa.org/players/5199490
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199491,2,Luke Sherley,Luke,Sherley,Jr.,INF,,,,,,,50,50,https://stats.ncaa.org/players/5199491
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199492,3,Theodore Hoffman,Theodore,Hoffman,Jr.,OF,,,,,,,59,59,https://stats.ncaa.org/players/5199492
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199493,12,Jared Huber,Jared,Huber,Jr.,C,,,,,,,26,22,https://stats.ncaa.org/players/5199493
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199494,15,Dylan Paul,Dylan,Paul,Jr.,C,,,,,,,43,37,https://stats.ncaa.org/players/5199494
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199495,19,Jaylen Hubbard,Jaylen,Hubbard,So.,INF,,,,,,,57,57,https://stats.ncaa.org/players/5199495
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199496,20,Derek Scheible,Derek,Scheible,Jr.,OF,,,,,,,58,57,https://stats.ncaa.org/players/5199496
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5199497,23,Mickey Scott,Mickey,Scott,Jr.,INF,,,,,,,31,16,https://stats.ncaa.org/players/5199497
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5327138,13,Brandon Lewis,Brandon,Lewis,So.,P,,,,,,,11,3,https://stats.ncaa.org/players/5327138
2017,2016-17,MBA,1,I,Sun Belt,670,Texas St.,5327139,24,Ryan Newman,Ryan,Newman,So.,INF,,,,,,,42,39,https://stats.ncaa.org/players/5327139
