season,season_name,sport_id,ncaa_division,ncaa_division_formatted,team_conference_name,school_id,school_name,player_id,player_jersey_num,player_full_name,player_first_name,player_last_name,player_class,player_positions,player_height_string,player_weight,player_batting_hand,player_throwing_hand,player_hometown,player_high_school,player_G,player_GS,player_url
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008340,4,Drew Howard,Drew,Howard,Fr.,INF,5-11,,RIGHT,RIGHT,"Ferdinand, IN",Forest Park HS,10,5,https://stats.ncaa.org/players/8008340
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008341,7,Kannon Stull,Kannon,Stull,Fr.,OF,5-10,,RIGHT,RIGHT,"Jeffersonville, IN",Jeffersonville HS,14,1,https://stats.ncaa.org/players/8008341
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008342,11,Chase Hug,Chase,Hug,Sr.,UT,6-0,,LEFT,LEFT,"Indianapolis, IN",Pike,61,61,https://stats.ncaa.org/players/8008342
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008346,24,Eric Roberts,Eric,Roberts,Sr.,INF,-,,,,,,61,61,https://stats.ncaa.org/players/8008346
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826301,8,Max Malley,Max,Malley,Sr.,C,-,,,,,,6,0,https://stats.ncaa.org/players/7826301
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826302,35,Nick Smith,Nick,Smith,Jr.,P,6-5,,RIGHT,RIGHT,"Boonville, IN",Boonville,15,14,https://stats.ncaa.org/players/7826302
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826303,32,Mark Shallenberger,Mark,Shallenberger,Sr.,INF,6-2,,LEFT,LEFT,"Saint Louis, MO",St. Louis Priory,31,31,https://stats.ncaa.org/players/7826303
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826304,13,Brendon Herrin,Brendon,Herrin,Sr.,INF,-,,,,,,2,0,https://stats.ncaa.org/players/7826304
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826305,10,Jace Kressin,Jace,Kressin,Sr.,P,6-3,,LEFT,LEFT,"Menomonie, WI",Menomonie,2,0,https://stats.ncaa.org/players/7826305
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826306,3,Brent Widder,Brent,Widder,Sr.,INF,6-0,,RIGHT,RIGHT,"Sheboygan, WI",Sheboygan North,53,51,https://stats.ncaa.org/players/7826306
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826307,20,Adam Euler,Adam,Euler,Jr.,rf,6-1,,LEFT,LEFT,"Evansville, IN",Christ Presbyterian,3,3,https://stats.ncaa.org/players/7826307
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826308,34,Tyler Denu,Tyler,Denu,Sr.,P,-,,,,,,12,12,https://stats.ncaa.org/players/7826308
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826309,28,Shane Harris,Shane,Harris,Jr.,P,6-3,,RIGHT,RIGHT,"Poseyville, IN",North Posey,23,4,https://stats.ncaa.org/players/7826309
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826310,44,Jakob Meyer,Jakob,Meyer,Sr.,P,6-2,,RIGHT,RIGHT,"Columbus, IN",Columbus North,22,0,https://stats.ncaa.org/players/7826310
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826311,9,Simon Scherry,Simon,Scherry,Jr.,2b,6-2,,RIGHT,RIGHT,"Santa Claus, IN",Heritage Hills,61,61,https://stats.ncaa.org/players/7826311
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826312,42,Donovan Schultz,Donovan,Schultz,Jr.,P,6-3,,LEFT,LEFT,"Kimberly, WI",Kimberly,15,15,https://stats.ncaa.org/players/7826312
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826313,38,Ben Stuart,Ben,Stuart,So.,INF,6-3,,RIGHT,RIGHT,"Mason, OH",William Mason,23,14,https://stats.ncaa.org/players/7826313
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826314,12,Ethan Bell,Ethan,Bell,Fr.,P,6-1,,RIGHT,RIGHT,"Huntingburg, IN",Southridge,2,0,https://stats.ncaa.org/players/7826314
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826315,1,Blake Hermann,Blake,Hermann,So.,OF,-,,RIGHT,RIGHT,"Newburgh, IN",Castle,0,0,https://stats.ncaa.org/players/7826315
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826316,33,Ryan Schneider,Ryan,Schneider,Fr.,P,-,,RIGHT,RIGHT,"Fond Du Lac, WI",Fond Du Lac,0,0,https://stats.ncaa.org/players/7826316
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826317,25,Evan Waggoner,Evan,Waggoner,So.,C,6-2,,LEFT,RIGHT,"Bedford, IN",Bedford North Lawrence,45,38,https://stats.ncaa.org/players/7826317
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826319,19,Brendan Hord,Brendan,Hord,Jr.,C,5-10,,RIGHT,RIGHT,"Lexington, KY",Paul L. Dunbar,48,45,https://stats.ncaa.org/players/7826319
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826320,5,Kevin McCormick,Kevin,McCormick,Fr.,INF,6-1,,LEFT,RIGHT,"Orland Park, IL",St. Laurence,10,6,https://stats.ncaa.org/players/7826320
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826321,31,Nate Hardman,Nate,Hardman,Jr.,p,6-2,,RIGHT,RIGHT,"Bloomington, IL",University,30,0,https://stats.ncaa.org/players/7826321
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826322,2,Ty Rumsey,Ty,Rumsey,So.,cf,5-11,,LEFT,RIGHT,"Evansville, IN",North,61,59,https://stats.ncaa.org/players/7826322
2023,2022-23,MBA,1,I,MVC,219,Evansville,7826323,16,Kieren Hall,Kieren,Hall,Jr.,p,-,,,,,,7,0,https://stats.ncaa.org/players/7826323
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008348,40,Michael Parks,Michael,Parks,Sr.,p,-,,,,,,27,1,https://stats.ncaa.org/players/8008348
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008343,14,Danny Borgstron,Danny,Borgstron,Sr.,2b,-,,,,,,56,56,https://stats.ncaa.org/players/8008343
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008344,18,Kip Fougerousse,Kip,Fougerousse,Jr.,INF,6-3,,RIGHT,RIGHT,"Linton, IN",Linton-Stockton,58,57,https://stats.ncaa.org/players/8008344
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008345,21,Caden Crawford,Caden,Crawford,Fr.,INF,-,,,,,,0,0,https://stats.ncaa.org/players/8008345
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008347,39,Willard Peterson,Willard,Peterson,Fr.,P,-,,LEFT,LEFT,"Evansville, WI",Evansville,2,2,https://stats.ncaa.org/players/8008347
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008392,15,Max Hansmann,Max,Hansmann,Fr.,P,6-1,,RIGHT,RIGHT,"Elmhurst, IL",York,23,3,https://stats.ncaa.org/players/8008392
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008394,26,John MacCauley,John,MacCauley,Sr.,P,-,,,,,,17,2,https://stats.ncaa.org/players/8008394
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008396,29,Jarrett Blunt,Jarrett,Blunt,Sr.,P,-,,RIGHT,RIGHT,,,21,6,https://stats.ncaa.org/players/8008396
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008398,36,Elias Hachem,Elias,Hachem,Fr.,P,6-8,,RIGHT,RIGHT,"Oak Park, IL",Mt. Carmel,1,0,https://stats.ncaa.org/players/8008398
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008393,17,Jack Taczy,Jack,Taczy,Fr.,P,6-1,,LEFT,LEFT,"Fox River Grove, IL",Cary Grove,1,0,https://stats.ncaa.org/players/8008393
2023,2022-23,MBA,1,I,MVC,219,Evansville,8008395,27,Garrett Presko,Garrett,Presko,Sr.,P,-,,,,,,0,0,https://stats.ncaa.org/players/8008395
