game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,1,top,D. Baugus grounded out to 2b (0-1 K).,1,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,1,top,B. Smith flied out to lf (0-1 K).,2,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,1,top,N. Krodinger singled to shortstop (0-0).,3,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,1,top,W. Beckham walked (3-2 FKFFFBFBBB)3a N. Krodinger advanced to second.,4,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,1,top,W. Beckham advanced to second on a wild pitch3a N. Krodinger advanced to third on a wild pitch.,5,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,1,top,G. Meyer grounded out to ss (3-2 FBBFFB).,6,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596913,1,bot,"Polly, O. grounded out to 2b (1-1 BK).",7,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596913,1,bot,"Stoakes, B. struck out looking (3-2 BKFBBK).",8,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596913,1,bot,"Rose, B. struck out swinging (2-2 KBBKS).",9,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,2,top,D. Damgaard hit by pitch (1-0 B).,10,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,2,top,A. Cizek lined out to lf (1-1 BK).,11,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
6383901,596912,Missouri S&T Miners,596913,Mo.-St. Louis Tritons,596912,2,top,N. Hooper walked (3-1 FBBBB)3a D. Damgaard advanced to second.,12,2025-05-10T00:00:00-04:00,"Marion, IL",120,MBA,2025
