game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,1,top,Kam Gelwick flied out to lf.,1,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,1,top,Coltin Pizzi struck out swinging.,2,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,1,top,Luis Garrido flied out to cf.,3,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,1,bot,M. Delay flied out to cf.,4,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,1,bot,E. Stephens walked.,5,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,1,bot,"L. Addison doubled to left field, RBI3a E. Stephens scored.",6,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,1,bot,H. Corley walked.,7,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,1,bot,A. Roberts grounded out to 2b3a H. Corley advanced to second3a L. Addison advanced to third.,8,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,1,bot,T. Justice flied out to lf.,9,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,2,top,Reid Lisle struck out swinging.,10,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,2,top,Christian Ca walked.,11,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,2,top,Christian Pe out at first 1b to p3a Christian Ca advanced to second.,12,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,2,top,"Cole Schumak doubled to right field, RBI3a Christian Ca scored.",13,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,2,top,Tripp Haddad singled to left field3a Cole Schumak advanced to third.,14,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596884,2,top,"Tripp Haddad out at first p to 1b, caught stealing.",15,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,2,bot,I. Haygood doubled to center field.,16,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,2,bot,N. Saavedra popped up to 1b.,17,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,2,bot,X. Little hit by pitch.,18,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,2,bot,M. Delay flied out to cf3a I. Haygood advanced to third.,19,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,2,bot,X. Little advanced to second on a wild pitch3a I. Haygood scored on a wild pitch.,20,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
6349269,596884,Eckerd Tritons,596852,Albany St. (GA) Golden Rams,596852,2,bot,E. Stephens flied out to rf.,21,2025-02-02T00:00:00-05:00,"West Campus Baseball Field (Albany, GA)",84,MBA
