game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,1,top,E. Burwash flied out to rf.,1,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,1,top,J. Watkins doubled to left center.,2,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,1,top,J. Goolsby struck out swinging.,3,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,1,top,C. Thompson grounded out to 3b.,4,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,1,bot,T. Torti singled to center field.,5,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,1,bot,J. Wachs grounded out to p unassisted3a T. Torti advanced to second.,6,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,1,bot,B. Pena grounded out to ss.,7,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,1,bot,A. Stinson grounded out to ss.,8,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,N. Wilson struck out swinging.,9,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,B. Newman doubled down the lf line.,10,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,"W. Wilkerson doubled down the lf line, RBI3a B. Newman scored.",11,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,"T. Watson singled, advanced to second on a throwing error by 3b3a W. Wilkerson advanced to third.",12,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,W. Wood struck out looking.,13,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,E. Burwash walked.,14,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,"J. Watkins walked, RBI3a E. Burwash advanced to second3a T. Watson advanced to third3a W. Wilkerson scored.",15,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,"J. Goolsby reached first on an error by 2b, RBI3a J. Watkins advanced to second3a E. Burwash advanced to third3a T. Watson scored, unearned.",16,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,2,top,C. Thompson struck out swinging.,17,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,2,bot,J. DeGoti grounded out to 3b.,18,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,2,bot,"X. Moronta homered to center field, RBI.",19,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,2,bot,M. Corpas struck out swinging.,20,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,2,bot,N. Rodriguez grounded out to p.,21,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,3,top,N. Wilson reached first on an error by 1b.,22,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,3,top,B. Newman popped up to 1b.,23,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,3,top,W. Wilkerson struck out swinging.,24,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,3,top,T. Watson struck out swinging.,25,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,R. Cainzos doubled down the lf line.,26,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,T. Torti grounded out to p3a R. Cainzos advanced to third.,27,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,"J. Wachs singled to center field, RBI3a R. Cainzos scored.",28,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,"B. Pena homered to left field, 2 RBI3a J. Wachs scored.",29,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,A. Stinson flied out to cf.,30,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,J. DeGoti doubled to left field.,31,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,"X. Moronta singled to right field, RBI3a J. DeGoti scored.",32,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,N. Phillips to p for L. Keeton.,33,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,3,bot,M. Corpas struck out looking.,34,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,W. Wood singled to shortstop.,35,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,E. Burwash walked3a W. Wood advanced to second.,36,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,F. Zapata to p for C. Perez.,37,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,"J. Watkins singled to left field, RBI3a E. Burwash advanced to second3a W. Wood scored.",38,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,J. Goolsby reached first on an error by 2b3a J. Watkins advanced to second3a E. Burwash advanced to third.,39,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,C. Thompson struck out swinging.,40,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,"N. Wilson homered to left field, 4 RBI3a J. Goolsby scored3a J. Watkins scored3a E. Burwash scored.",41,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,B. Newman flied out to rf.,42,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596900,4,top,W. Wilkerson struck out swinging.,43,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
6349326,596900,West Ala. Tigers,596797,Nova Southeastern Sharks,596797,4,bot,N. Rodriguez struck out looking.,44,2025-02-08T00:00:00-05:00,"NSU Baseball Complex (Davie, FL)",225,MBA
