sport_id,game_id,team_id,batting_AB,batting_R,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%
MBA,6339341,596785,40,12,15,5,0,23,1,11,3,2,0,1,7,0,0,0,0,0,2,9.0,12,7,7,5,8,46,1,0,0,2,0,2,0,0,0,0,0,1,0,0,25,9,34,0,0,0,1,0,0,0,1.0
MBA,6339341,596832,39,7,12,1,0,19,2,7,5,2,0,0,8,0,0,0,1,0,1,9.001000000000001,15,12,12,3,7,46,5,0,0,1,0,2,0,0,0,1,0,2,0,0,27,6,33,0,0,0,0,0,0,0,
MBA,6339343,596759,35,11,11,3,1,16,0,10,6,0,2,0,13,0,1,0,2,0,8,9.001000000000001,5,3,3,3,7,36,0,0,0,1,0,3,0,0,0,2,0,1,0,0,27,7,34,0,0,1,0,1,2,0,0.0
MBA,6339343,596797,28,3,5,0,0,8,1,3,3,3,0,2,7,1,1,0,0,0,1,9.001000000000001,11,11,11,6,13,43,3,1,2,0,3,0,0,0,0,0,2,8,0,0,26,5,32,1,0,0,2,1,0,0,1.0
MBA,6339345,596743,34,11,9,3,0,15,1,8,4,2,0,0,8,2,0,0,2,0,3,9.0,6,2,2,6,18,39,0,0,0,0,0,1,0,5,0,0,0,3,0,0,27,4,32,1,0,0,1,0,3,0,1.0
MBA,6339345,596907,32,2,6,0,0,6,0,2,6,1,0,0,18,1,0,0,1,0,3,7.999,9,11,6,4,8,40,3,0,0,1,1,2,0,2,2,0,0,3,0,0,24,10,37,3,0,0,2,0,6,0,1.0
MBA,6339346,596742,31,2,6,3,0,9,0,1,4,0,0,0,10,2,0,0,0,0,4,8.0,6,5,5,3,12,36,2,0,0,0,4,3,0,1,1,1,1,4,0,0,24,2,26,0,0,0,2,0,0,0,1.0
MBA,6339346,596776,28,5,6,2,0,8,0,4,3,3,1,1,12,0,0,0,2,0,4,9.0,6,2,2,4,10,35,3,0,0,0,1,0,0,4,0,0,0,4,0,0,26,16,42,0,0,0,0,0,4,0,
MBA,6339347,596768,29,5,5,1,0,6,0,4,10,0,2,0,6,2,0,2,0,0,1,8.998,8,6,5,9,11,42,2,0,0,1,3,0,0,5,2,0,0,3,0,1,26,9,35,0,0,1,4,0,3,0,1.0
MBA,6339347,596855,33,6,8,2,0,13,1,5,9,0,0,0,11,1,0,1,4,0,3,9.001000000000001,5,5,5,10,6,41,1,0,0,0,3,0,0,1,0,0,2,1,0,2,27,14,44,3,0,1,0,0,5,0,
MBA,6339348,596807,38,2,10,2,0,12,0,2,6,0,0,0,7,0,1,1,0,1,1,9.0,6,0,0,4,2,34,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27,10,37,0,0,0,0,1,5,0,0.0
MBA,6339348,8054622,29,0,6,0,0,6,0,0,4,1,0,0,2,2,2,0,0,0,1,8.997,10,2,1,6,7,44,2,0,0,0,0,0,1,2,0,0,0,1,0,1,27,9,41,5,0,0,0,1,0,0,0.0
MBA,6339349,596757,33,1,6,0,0,6,0,1,2,2,0,0,10,1,0,0,1,1,3,8.001000000000001,5,4,4,6,8,36,1,0,0,1,1,2,0,2,0,0,0,3,0,0,24,7,31,0,0,0,0,0,3,0,
MBA,6339349,596806,28,4,5,1,0,9,1,4,6,2,0,0,8,1,0,0,0,0,3,9.0,6,1,1,2,10,37,0,0,0,0,0,2,1,0,0,0,0,3,0,0,27,8,36,1,0,0,1,0,3,0,1.0
MBA,6339350,596852,34,7,6,1,0,10,1,6,7,1,0,0,11,0,0,0,0,0,3,8.999,14,12,12,6,6,48,2,1,0,2,2,2,0,7,5,0,0,2,0,0,25,6,31,0,0,0,2,0,0,0,1.0
MBA,6339350,596884,40,12,14,2,1,24,2,12,6,2,0,0,6,0,1,0,2,0,2,9.0,6,7,5,7,11,42,1,0,0,1,2,1,0,7,2,0,0,3,0,0,26,5,32,1,0,0,0,0,0,0,
MBA,6339351,596747,34,5,9,0,0,15,2,5,5,0,0,0,9,2,1,0,0,0,4,8.002,12,12,9,8,4,50,5,1,0,1,3,3,0,2,1,0,1,1,0,0,24,11,38,3,0,1,4,0,0,0,1.0
MBA,6339351,596839,38,12,12,5,1,22,1,12,8,3,1,0,4,0,0,0,4,0,1,9.0,9,5,5,5,9,39,0,0,0,2,1,0,0,0,0,0,0,4,0,0,27,12,40,1,0,0,0,1,6,0,0.0
MBA,6339352,596737,31,6,10,1,0,14,1,5,2,1,1,1,8,2,0,0,0,0,3,9.002,13,5,2,3,9,45,2,0,0,1,0,2,1,0,0,1,0,2,0,0,27,8,37,2,0,0,1,0,3,0,1.0
MBA,6339352,596781,39,5,13,2,0,18,1,5,3,2,0,1,9,1,0,0,1,1,2,7.999,10,6,3,2,8,36,1,0,0,1,0,1,0,0,0,1,1,3,0,0,24,6,31,1,0,1,0,0,6,0,
MBA,6339354,596764,35,10,7,1,1,13,1,10,3,1,0,1,11,0,0,0,3,0,4,9.001,9,6,4,7,8,42,3,0,0,0,1,1,0,1,1,0,1,4,0,0,27,7,36,2,0,0,2,1,3,0,1.0
MBA,6339354,596922,33,6,9,3,0,12,0,5,7,1,1,0,8,1,2,0,2,0,4,9.0,7,10,9,3,11,40,1,1,0,1,0,1,0,2,2,1,0,4,0,0,27,7,37,3,0,0,6,0,0,0,1.0
MBA,6339355,596727,29,2,8,2,0,10,0,2,2,0,1,1,8,3,0,1,1,0,1,8.0,12,10,10,4,5,41,5,0,0,2,3,0,0,0,0,0,2,1,0,0,24,10,35,1,0,0,4,0,0,0,1.0
MBA,6339355,596939,35,10,12,5,0,23,2,9,4,0,2,0,5,0,0,0,4,0,1,9.0,8,2,1,2,8,33,2,0,0,0,0,0,0,0,0,1,1,1,0,1,26,9,35,0,0,0,1,0,8,0,1.0
MBA,6339356,596928,29,0,2,0,0,2,0,0,2,1,0,0,7,1,0,0,0,0,2,8.998999999999999,8,11,8,7,9,46,1,0,0,0,0,6,0,7,5,0,0,1,0,1,27,14,42,1,0,0,0,0,9,0,
MBA,6339356,596943,33,11,8,1,0,9,0,7,7,6,0,0,9,3,1,1,0,0,1,9.0,2,0,0,2,7,32,0,0,0,0,0,1,0,0,0,0,0,2,0,0,23,10,34,1,0,0,0,0,3,0,
MBA,6339357,596813,32,4,9,1,0,10,0,4,6,0,1,0,4,2,0,1,1,0,2,8.998999999999999,13,11,11,6,11,52,2,1,0,4,4,5,0,3,0,0,0,5,0,0,26,2,28,0,0,0,0,0,0,0,
MBA,6339357,596830,41,11,13,2,1,29,4,10,6,5,0,0,11,0,0,0,0,0,5,9.0,9,4,4,6,4,39,1,0,0,0,0,0,0,3,1,0,1,2,0,0,26,13,39,0,0,0,1,0,5,0,1.0
MBA,6339358,596875,28,9,10,1,0,14,1,8,9,2,2,1,7,0,0,0,5,0,3,8.998000000000001,6,3,2,5,11,37,1,0,1,0,0,2,0,6,0,0,0,5,0,0,27,7,37,3,0,0,0,1,0,0,0.0
MBA,6339358,596944,30,3,6,1,0,7,0,2,5,2,0,0,11,0,2,0,0,0,5,8.0,10,9,9,9,7,42,1,0,0,1,1,2,0,2,2,1,2,3,0,0,24,8,33,1,0,1,5,0,0,0,1.0
MBA,6339359,596731,37,8,13,3,0,22,2,8,3,1,0,0,2,0,1,0,2,0,1,8.999,8,3,3,5,4,41,2,0,0,0,1,0,0,3,0,1,0,0,0,0,26,6,33,1,0,0,0,0,0,0,
MBA,6339359,596814,35,3,8,2,0,10,0,3,5,0,0,1,4,0,0,0,0,0,0,8.0,13,8,8,3,2,41,3,0,0,2,0,1,0,1,1,0,0,1,0,0,24,7,32,1,0,0,2,0,0,0,1.0
MBA,6339360,596883,36,5,8,3,0,14,1,5,6,0,0,1,8,0,0,0,3,0,4,7.999,14,9,8,4,3,43,1,0,0,0,0,1,1,2,1,4,4,1,0,0,23,7,32,2,0,0,2,0,0,0,1.0
MBA,6339360,596940,30,9,14,1,0,15,0,8,4,1,4,4,3,0,0,0,2,1,1,9.0,8,5,4,6,8,43,3,0,0,1,2,0,0,3,0,1,0,4,0,0,27,8,37,2,0,0,3,0,0,0,1.0
MBA,6339361,596871,39,9,14,2,0,22,2,9,2,1,0,1,7,1,0,0,1,0,0,9.0,14,10,10,1,10,42,5,0,0,3,0,1,1,3,3,1,1,2,0,1,27,12,39,0,0,0,0,1,0,0,0.0
MBA,6339361,596960,38,10,14,5,0,28,3,10,1,1,1,1,10,0,1,1,0,1,2,9.0,14,9,9,2,7,43,2,0,0,2,1,1,0,0,0,1,0,0,0,0,27,4,31,0,0,0,1,0,2,0,1.0
MBA,6339362,596848,33,5,8,2,0,13,1,5,4,2,0,0,10,0,1,0,0,0,4,9.001000000000001,8,6,5,2,6,39,0,2,0,1,1,2,0,1,0,0,1,1,0,0,26,7,35,2,0,0,2,0,3,0,1.0
MBA,6339362,8054650,34,6,8,0,2,15,1,6,2,2,1,0,6,1,0,0,2,0,1,9.0,8,5,5,4,10,39,2,0,0,1,0,2,0,1,0,0,0,4,0,0,27,11,38,0,0,0,0,1,0,0,0.0
MBA,6339363,596775,25,1,6,0,1,8,0,1,3,0,0,1,7,1,0,0,0,0,3,6.999,6,2,2,1,10,28,1,0,0,0,0,0,0,1,0,0,0,3,0,0,21,7,28,0,0,0,0,0,0,0,
MBA,6339363,596951,27,2,6,1,0,7,0,2,1,0,0,0,10,0,0,0,0,0,3,7.0,6,1,1,3,7,29,0,1,0,0,0,0,0,0,0,1,0,3,0,0,21,7,28,0,0,1,0,0,3,0,
MBA,6339364,596769,31,12,9,3,0,21,3,12,6,2,0,1,6,2,0,0,0,0,3,9.0,12,9,7,3,4,44,2,0,0,2,0,2,0,0,0,2,0,0,0,1,27,14,44,3,0,0,2,0,6,0,1.0
MBA,6339364,596805,37,9,12,2,0,20,2,7,3,2,0,2,4,2,0,1,2,0,0,8.001000000000001,9,12,9,6,6,41,3,0,0,3,2,2,0,0,0,1,0,3,0,0,22,9,32,1,1,0,0,0,3,0,
MBA,6339365,596789,29,4,5,1,0,6,0,3,9,2,0,0,16,2,1,0,8,0,8,7.999,11,5,5,1,10,35,3,0,0,0,1,2,0,1,0,1,0,5,0,0,24,7,31,0,0,0,1,2,2,0,0.0
MBA,6339365,596913,31,5,11,3,0,14,0,5,1,2,0,1,10,1,2,0,1,0,5,9.001000000000001,5,4,3,9,16,40,1,0,0,0,2,2,0,1,0,0,0,8,0,0,26,10,37,1,0,0,8,1,5,0,1.0
MBA,6339366,596859,37,5,13,3,0,19,1,4,1,0,0,1,2,0,1,2,4,0,0,9.0,8,4,4,5,5,42,2,0,0,1,0,2,0,4,3,0,0,1,0,0,26,12,38,0,0,0,2,0,0,0,1.0
MBA,6339366,596958,35,4,8,2,0,13,1,4,5,2,0,0,5,0,0,0,2,0,1,8.668,13,5,5,1,2,39,3,0,0,1,0,0,0,2,1,1,0,0,0,1,25,11,36,0,0,0,4,0,0,0,1.0
MBA,6339367,596787,35,7,8,4,0,15,1,7,7,0,0,0,10,1,0,0,0,0,2,8.001000000000001,13,10,9,8,8,45,5,0,0,0,3,0,0,0,0,1,1,2,0,0,24,5,29,0,0,0,3,0,0,0,1.0
MBA,6339367,596886,35,10,13,5,0,18,0,9,8,0,1,1,8,0,0,0,3,0,2,8.998999999999999,8,7,7,7,10,42,4,0,0,1,0,0,0,0,0,0,0,2,0,0,27,9,37,1,0,0,0,0,3,0,
MBA,6339368,596746,31,12,10,3,0,16,1,12,6,5,0,2,9,0,2,0,1,0,0,9.0,7,7,7,1,6,38,1,0,0,1,2,3,0,0,0,1,2,1,0,0,26,11,38,1,0,1,1,0,0,0,1.0
MBA,6339368,596948,31,7,7,1,0,11,1,6,1,3,2,1,6,0,0,0,1,0,1,8.001,10,12,12,6,9,44,3,0,0,1,1,5,0,0,0,2,0,0,0,0,24,5,32,3,0,0,1,2,0,0,0.0
MBA,6339369,596800,30,4,6,2,0,11,1,4,5,0,2,0,5,2,0,0,1,0,1,9.0,11,15,15,10,7,48,2,0,0,3,2,2,1,7,5,1,1,0,0,0,27,11,38,0,0,0,0,0,5,0,
MBA,6339369,596838,34,15,11,2,0,22,3,14,10,2,1,1,7,2,0,0,2,1,0,9.0,6,4,3,5,5,37,2,0,0,1,1,0,0,1,0,0,2,1,0,0,27,10,38,1,0,0,1,0,5,0,1.0
MBA,6339370,596735,43,9,14,3,0,23,2,8,4,0,0,0,5,0,0,0,2,0,2,9.001000000000001,7,8,7,0,7,39,0,0,0,1,2,4,0,2,0,0,1,3,0,0,26,9,37,2,0,0,1,0,0,0,1.0
MBA,6339370,596804,34,8,7,0,0,10,1,7,0,4,1,0,7,0,0,0,1,0,3,8.998,14,9,8,4,5,47,3,0,0,2,2,0,0,3,2,0,0,2,0,0,25,12,39,2,0,0,2,0,0,0,1.0
MBA,6339371,596810,21,1,3,0,0,3,0,0,5,0,0,0,7,2,1,0,1,0,1,5.999,10,12,12,9,4,40,3,0,0,2,1,3,0,0,0,1,1,4,0,0,18,8,27,1,0,0,2,0,0,0,1.0
MBA,6339371,596854,26,12,10,3,0,19,2,12,9,3,1,1,4,0,0,0,2,0,4,7.0,3,1,0,5,7,26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21,10,31,0,0,0,1,1,6,0,0.0
MBA,6339372,596738,32,3,5,2,0,10,1,3,3,0,0,0,9,2,0,0,0,0,4,9.0,8,2,2,1,5,33,2,0,0,0,0,0,0,0,0,1,0,1,0,0,25,13,39,1,0,1,0,1,5,0,0.0
MBA,6339372,596801,31,2,8,2,0,10,0,2,1,0,0,1,5,2,1,0,0,0,1,9.0,5,3,3,3,9,35,2,0,0,1,1,0,0,0,0,0,0,4,0,0,25,10,35,0,0,1,0,0,6,0,
MBA,6339373,596831,38,8,15,4,1,21,0,7,2,1,1,0,5,3,1,0,1,0,3,8.998999999999999,14,15,13,8,7,51,5,1,0,2,1,2,0,6,5,0,1,2,0,0,26,13,42,3,0,0,3,0,3,0,1.0
MBA,6339373,596846,40,15,14,5,1,27,2,13,8,2,1,0,7,1,0,0,3,0,2,9.0,15,8,6,2,5,42,4,1,1,0,0,1,0,0,0,0,1,3,0,0,26,13,41,2,0,0,1,1,9,0,0.0
MBA,6339374,596811,37,16,16,6,0,25,1,15,7,5,1,0,6,1,1,0,1,0,2,7.999,20,26,21,11,10,59,1,1,0,5,3,2,2,0,0,0,0,3,0,0,23,9,34,2,0,3,0,0,3,0,
MBA,6339374,596956,46,26,20,1,1,38,5,22,11,2,0,0,10,1,0,0,0,2,3,8.001,16,16,16,7,6,50,6,0,1,1,3,5,0,0,0,0,1,2,0,0,23,7,30,0,0,0,1,0,3,0,1.0
MBA,6339375,596748,28,11,11,3,0,17,1,9,2,2,2,1,1,0,0,0,3,0,1,7.0,6,1,0,1,5,25,2,0,0,0,0,0,0,0,0,0,0,1,0,1,21,9,31,1,0,0,0,0,6,0,
MBA,6339375,596970,24,1,6,2,0,8,0,1,1,0,0,0,5,2,0,2,0,0,1,6.331,11,11,9,2,1,35,3,0,0,1,4,2,0,3,2,1,2,1,0,0,19,6,26,1,0,0,3,0,0,0,1.0
MBA,6339376,596877,34,8,8,2,0,13,1,8,7,0,0,0,8,1,0,0,0,0,3,9.0,8,2,1,2,11,42,0,0,0,0,0,4,0,0,0,0,1,1,0,0,27,6,34,1,0,0,1,0,0,0,1.0
MBA,6339376,596900,35,2,8,0,0,8,0,2,2,4,1,0,11,0,0,0,1,0,1,9.001,8,8,8,7,8,41,2,0,0,1,3,0,0,1,0,0,0,3,0,0,27,9,36,0,0,0,0,0,3,0,
MBA,6339377,596794,33,6,10,1,0,11,0,5,2,3,1,0,6,1,1,0,1,0,3,9.0,6,4,3,6,5,42,0,0,0,0,0,2,0,0,0,0,1,0,0,0,26,8,35,1,0,1,0,0,3,0,
MBA,6339377,596880,33,4,6,0,0,6,0,3,6,2,1,0,5,1,0,0,0,0,0,8.0,10,6,4,2,6,39,1,0,2,0,0,3,0,0,0,0,1,3,0,0,23,9,34,2,0,0,1,1,3,0,0.0
MBA,6339378,596919,26,2,2,1,0,3,0,2,4,1,0,0,3,1,0,0,0,0,1,6.0,21,22,17,3,8,49,7,1,2,2,0,4,0,2,2,0,0,4,0,0,18,7,28,3,0,0,4,0,0,0,1.0
MBA,6339378,596927,42,22,21,7,1,36,2,22,3,4,0,0,8,0,0,0,4,0,4,6.9990000000000006,2,2,0,4,3,31,1,0,0,0,0,1,0,3,0,0,0,1,0,0,20,7,31,4,0,0,0,0,2,0,
MBA,6339379,596771,35,5,6,0,0,6,0,5,3,4,0,0,9,3,0,0,1,0,1,8.999,16,11,8,6,10,49,3,0,0,1,1,0,0,6,6,2,3,3,0,0,26,8,36,2,0,0,2,1,3,0,1.0
MBA,6339379,596876,38,11,16,3,0,22,1,9,6,0,3,2,10,1,1,0,2,0,3,9.0,6,5,1,3,9,42,0,0,0,0,2,4,0,2,0,0,0,1,0,0,26,10,42,6,0,0,1,0,8,0,1.0
MBA,6339380,596736,38,5,12,1,0,13,0,5,6,3,1,0,12,0,1,0,2,0,5,7.999,8,7,5,5,9,39,3,1,0,1,1,2,0,2,2,1,0,2,0,0,24,8,34,2,0,0,3,0,0,0,1.0
MBA,6339380,596784,31,7,8,3,1,16,1,6,5,2,0,1,9,0,0,0,3,0,2,8.999,12,5,5,6,12,48,1,0,0,0,1,3,0,4,0,0,1,5,0,0,27,4,32,1,0,0,2,1,0,0,1.0
MBA,6339381,596835,26,15,7,1,0,8,0,14,17,4,1,0,2,0,0,0,3,0,1,7.0,6,1,1,1,10,27,1,0,0,0,0,0,0,0,0,0,0,2,0,0,21,5,26,0,0,0,0,0,0,0,
MBA,6339381,596954,26,1,6,1,0,7,0,1,1,0,0,0,10,0,0,0,0,0,2,6.001,7,15,13,17,2,48,1,0,0,0,2,4,0,4,3,0,1,1,0,0,18,4,24,2,0,0,3,0,0,0,1.0
MBA,6339382,596752,29,2,6,1,0,7,0,1,1,1,0,1,6,3,0,0,1,0,1,9.0,6,1,1,2,5,35,3,0,0,0,4,1,0,0,0,0,0,0,0,0,27,5,32,0,0,0,0,0,0,0,
MBA,6339382,596766,32,1,6,3,0,9,0,1,2,1,0,0,5,0,0,0,0,0,0,9.0,6,2,2,1,6,32,1,0,0,0,2,1,0,2,0,1,0,1,0,0,27,8,35,0,0,0,1,0,8,0,1.0
MBA,6339383,596873,34,11,12,4,2,20,0,10,9,0,1,0,5,0,2,0,7,0,3,9.0,12,8,7,8,11,46,1,1,0,0,2,2,0,0,0,1,1,3,0,0,27,7,34,0,0,1,4,1,1,0,1.0
MBA,6339383,596923,34,8,12,1,1,15,0,8,8,2,1,1,11,1,1,0,4,0,3,8.0,12,11,9,9,5,44,4,2,2,0,1,0,0,5,4,0,1,3,0,0,24,7,32,1,0,1,14,4,0,0,1.0
MBA,6339385,596965,32,7,8,1,0,12,1,7,5,2,1,1,9,0,1,0,0,0,3,8.001000000000001,4,9,9,6,6,39,1,1,0,0,2,6,0,4,3,1,1,1,0,1,23,6,29,0,0,1,2,0,0,0,1.0
MBA,6339385,596976,25,9,4,1,1,7,0,9,6,6,1,1,6,0,0,1,2,0,1,9.0,8,7,7,5,9,41,1,0,0,1,3,2,0,3,1,1,1,3,0,0,25,7,32,0,0,0,0,1,0,0,0.0
MBA,6339386,596754,38,7,10,0,0,10,0,7,7,1,1,0,6,0,1,0,2,0,5,10.002,4,6,4,6,10,43,1,0,0,0,1,2,0,3,0,1,3,3,0,0,30,12,45,3,0,0,3,0,0,0,1.0
MBA,6339386,596763,31,6,4,1,0,5,0,6,6,2,3,1,10,0,1,0,3,0,3,9.668,10,7,3,7,6,47,0,0,0,0,2,1,0,3,2,0,1,5,0,0,28,14,43,1,0,0,2,1,0,0,1.0
MBA,6339387,596774,36,3,10,2,0,12,0,3,3,2,0,0,12,0,1,0,1,0,2,9.0,9,4,3,6,9,43,0,0,0,0,1,3,0,4,0,2,0,5,0,0,27,10,38,1,0,1,2,0,5,0,1.0
MBA,6339387,596966,32,4,9,0,0,9,0,4,6,3,0,2,9,2,0,0,2,0,5,9.001000000000001,10,3,3,3,12,41,2,0,0,0,2,2,0,2,1,0,0,2,0,0,27,8,35,0,0,0,1,1,0,0,0.0
MBA,6339388,596911,39,13,15,3,1,29,3,12,8,3,0,1,4,0,0,0,1,0,0,9.001000000000001,8,10,3,10,7,49,1,0,0,1,0,3,0,9,4,0,0,2,0,0,26,9,36,1,0,1,1,0,0,0,1.0
MBA,6339388,596952,36,10,8,1,0,12,1,9,10,3,0,0,7,0,0,0,1,0,2,9.0,15,13,13,8,4,51,3,1,0,3,0,3,0,4,4,1,0,0,0,0,26,12,39,1,0,0,1,0,0,0,1.0
MBA,6339391,596751,34,3,8,2,0,16,2,3,4,2,0,0,9,0,1,0,0,0,1,8.0,11,9,7,7,8,44,2,1,0,1,3,2,1,3,3,1,2,1,0,1,24,3,27,0,0,1,4,0,0,0,1.0
MBA,6339391,596959,32,9,11,2,1,18,1,8,7,2,2,1,8,0,0,1,4,1,1,8.998999999999999,8,3,3,4,9,40,2,0,0,2,0,2,0,3,0,0,0,1,0,0,27,6,33,0,0,0,0,0,0,0,
MBA,6339392,596882,41,10,12,2,0,20,2,10,6,1,0,0,12,0,1,0,2,0,6,9.334,13,11,8,10,6,54,4,0,0,2,4,2,1,5,1,1,0,1,0,0,28,11,42,3,0,0,1,0,2,0,1.0
MBA,6339392,596934,41,11,13,4,0,23,2,10,10,2,0,1,6,1,0,0,1,1,1,9.998,12,10,10,6,12,48,2,0,0,2,1,1,0,8,4,0,0,6,0,0,29,10,40,1,0,0,2,0,0,0,1.0
MBA,6339393,596751,37,10,9,3,0,18,2,8,2,5,0,0,9,0,0,0,3,0,3,9.0,11,9,4,6,7,46,1,1,0,1,5,1,0,5,1,0,2,2,0,0,27,5,33,1,0,0,1,0,0,0,1.0
MBA,6339393,596789,37,9,11,1,1,17,1,9,6,1,2,0,7,0,0,0,1,0,2,8.001,9,10,7,2,9,44,3,0,0,2,0,5,0,5,0,0,0,3,0,0,22,7,33,4,0,0,3,0,0,0,1.0
MBA,6339394,596752,35,11,14,2,0,25,3,11,5,3,1,0,10,0,0,1,3,0,1,9.0,5,2,2,3,10,33,3,0,0,1,0,0,0,3,1,1,1,5,0,0,27,6,33,0,0,0,2,0,5,0,1.0
MBA,6339394,596766,28,2,5,3,0,11,1,2,3,0,1,1,10,2,0,0,1,0,5,7.999,14,11,11,5,10,44,2,0,0,3,2,3,0,6,2,0,1,1,0,1,24,4,28,0,0,0,3,0,0,0,1.0
MBA,6339395,596741,37,9,12,1,0,25,4,10,3,0,1,0,7,0,1,0,0,0,2,9.001,6,3,2,4,12,38,1,0,1,1,2,1,0,6,2,0,0,2,0,0,25,6,32,1,0,0,0,1,0,0,0.0
MBA,6339395,596937,33,3,6,1,0,10,1,3,4,1,0,0,12,0,1,0,0,0,2,4.668,6,5,4,2,5,23,0,0,0,3,0,0,0,0,0,0,0,2,0,0,27,7,36,2,0,0,1,1,0,0,0.0
MBA,6339397,596789,35,5,7,0,0,13,2,5,2,1,0,0,9,0,0,0,2,0,3,9.0,14,13,13,7,4,48,2,0,1,3,6,2,0,3,3,0,0,0,0,0,27,9,36,0,0,0,0,1,3,0,0.0
MBA,6339397,596841,39,13,14,2,0,25,3,11,7,2,0,0,4,1,1,0,0,0,0,9.0,7,5,5,2,9,38,0,0,0,2,2,1,0,0,0,0,0,3,0,0,27,8,36,1,0,0,2,0,0,0,1.0
MBA,6339398,596774,31,0,4,1,0,5,0,0,0,0,0,0,12,0,0,1,0,0,1,8.0,5,7,3,4,7,37,0,1,0,1,0,3,0,3,3,1,0,5,0,0,24,9,35,2,0,0,3,0,3,0,1.0
MBA,6339398,596959,29,7,5,0,1,10,1,7,4,3,0,1,7,1,0,0,3,0,5,9.0,4,0,0,0,12,31,1,0,0,0,0,0,0,1,0,0,0,1,0,0,26,10,37,1,0,0,0,0,0,0,
MBA,6339399,596801,35,5,9,2,0,11,0,5,2,0,0,0,11,3,0,0,2,0,2,8.998000000000001,8,9,6,5,10,42,1,0,0,1,3,3,0,0,0,0,1,2,0,0,27,9,37,1,0,0,1,1,3,0,0.0
MBA,6339399,596958,33,9,8,1,0,12,1,5,5,3,1,0,10,1,1,0,1,0,2,8.998999999999999,9,5,4,2,11,37,2,0,0,0,2,0,0,0,0,0,0,2,0,0,27,10,39,2,0,0,2,0,9,0,1.0
MBA,6339400,596851,24,3,4,1,0,8,1,3,3,2,1,0,3,0,0,0,0,0,2,7.001,20,16,12,6,9,50,4,1,0,2,4,1,0,4,1,1,0,1,0,1,21,3,27,3,0,0,5,0,0,0,1.0
MBA,6339400,8054726,42,16,20,4,1,32,2,12,6,1,0,1,9,0,0,1,5,0,1,7.0,4,3,3,3,3,30,1,0,0,1,1,2,0,2,1,0,1,2,0,0,20,9,29,0,0,0,0,0,0,0,
MBA,6339403,596741,47,7,15,2,0,20,1,6,3,3,0,0,11,1,1,0,5,0,3,9.997,15,8,7,3,13,46,5,0,0,1,1,1,0,4,0,1,0,2,0,0,30,12,44,2,0,0,4,3,3,0,1.0
MBA,6339403,596937,41,8,15,5,0,23,1,7,3,1,0,1,13,1,2,1,2,0,2,10.999,15,7,7,3,11,53,2,0,0,1,4,3,0,4,0,0,0,3,0,0,33,9,42,0,0,1,5,1,3,0,1.0
MBA,6339404,596774,23,0,2,2,0,4,0,0,1,0,0,0,6,0,0,0,0,0,3,6.999,11,10,5,5,4,35,1,0,0,2,1,1,0,0,0,1,1,2,0,1,21,10,32,1,0,3,2,3,0,0,0.0
MBA,6339404,596834,27,10,11,1,0,18,2,10,5,1,1,1,4,0,3,1,2,0,2,7.0,2,0,0,1,6,24,2,0,0,0,0,0,0,0,0,0,0,3,0,0,20,7,27,0,0,0,0,0,0,0,
MBA,6339405,596827,28,2,6,0,0,6,0,2,1,0,0,0,3,0,0,0,0,0,1,6.999,17,18,16,9,4,49,4,0,0,3,1,2,1,0,0,0,1,0,0,0,21,6,29,2,0,0,2,0,0,0,1.0
MBA,6339405,596957,37,18,17,4,0,30,3,15,9,2,1,0,4,0,0,0,1,1,0,7.0,6,2,2,1,3,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,6,28,1,0,0,0,0,0,0,
MBA,6339406,596805,34,5,8,0,0,11,1,3,3,1,0,1,6,0,1,0,3,0,3,8.0,10,12,7,9,6,47,2,0,0,0,1,3,0,0,0,0,1,1,0,0,24,7,33,2,0,1,1,0,0,0,1.0
MBA,6339406,596832,34,12,10,2,0,12,0,10,9,3,1,0,6,0,0,0,1,0,1,9.0,8,5,4,3,6,39,0,0,0,1,2,1,0,0,0,1,0,3,0,0,27,8,36,1,0,1,3,1,0,0,1.0
MBA,6339407,596733,34,4,7,0,0,7,0,4,7,1,0,0,7,1,0,0,0,0,2,8.002,12,10,10,8,7,43,4,0,0,0,3,0,0,0,0,0,1,2,0,0,24,7,33,2,0,0,0,1,3,0,0.0
MBA,6339407,596792,34,10,12,4,0,16,0,9,8,0,1,0,7,1,1,0,0,0,2,9.0,7,4,3,7,7,42,0,0,0,0,2,1,0,0,0,0,0,2,0,0,26,7,34,1,0,0,0,0,2,0,
