season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7335455,14,Corey Binion,,,Jr,P,6-2,L/R,14941,10,10,3,10.42,19.0,,27,23,22,21,25,,106,82,5,1,,3,5,1,,,,1,,433,14,16,,2,,10,16
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7336298,10,Blaze McCauley,,,Jr,1B,6-0,R/R,14941,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7336984,41,Jacob Willett,,,Jr,P,6-2,R/R,14941,13,13,,4.09,22.0,,15,11,10,9,20,,92,76,4,,,2,1,3,1,7,3,1,3,341,15,27,,1,1,3,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7339542,4,Murphy Flood,,,Jr,INF,6-2,R/R,14941,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7340042,45,Jonathan Nelson,,,So,P,6-0,R/R,14941,12,11,1,7.31,16.0,,25,14,13,4,8,,78,65,6,1,,1,1,2,,5,2,4,3,241,14,22,,1,,3,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7340633,13,Jaden Steagall,,,Sr,INF,5-9,R/R,14941,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7342332,11,Kyle Williams,,,Sr,OF,5-9,R/R,14941,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7342472,36,Drew Miller,,,Sr,P,6-2,L/L,14941,11,11,,4.26,12.2,,14,10,6,14,18,,64,49,2,,,1,3,1,,,,,,279,6,11,,1,,6,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7349648,21,Austin Collins,,,Sr,P,6-1,R/R,14941,2,2,1,72.00,1.0,,3,8,8,3,2,,11,6,,1,,1,,2,,,,,,41,1,,,1,,,
2022,2021-22,MBA,12830,Tusculum,2,II,SAC,7352502,22,Zane Keener,,,So,OF,5-9,L/L,14941,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
