season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7332917,27,William Gilbert,,,Sr,P,6-3,R/R,14941,18,18,,6.38,18.1,,20,17,13,17,16,,92,71,3,2,,1,3,2,,17,7,1,1,328,17,18,1,1,1,5,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7334373,28,Spencer Edwards,,,Jr,P,6-3,L/L,14941,13,13,12,8.46,55.1,,56,59,52,36,45,,273,219,10,2,,11,2,12,,,,2,4,"1,059",43,75,2,8,,8,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7334747,3,Ryan Ross,,,Jr,INF,6-0,R/R,14941,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7337292,5,Wils Guy,,,Jr,OF,5-10,R/R,14941,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7339440,13,Shane Russell,,,Jr,1B,6-2,R/R,14941,9,1,,13.50,0.2,,1,6,1,1,1,,8,4,1,,,,1,3,,,,,,,1,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7344655,8,Franco Alonso,,,So,INF,6-2,R/R,14941,18,11,1,10.61,9.1,,14,14,11,9,4,,52,40,5,,1,1,4,2,,14,13,,1,169,11,11,,,,3,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7345146,33,Kevin Cushing,,,Sr,P,6-2,R/R,14941,18,18,3,8.82,33.2,,37,35,33,26,20,,174,133,6,1,1,5,8,11,1,18,10,2,2,621,40,36,2,4,,3,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7347281,35,Austin Flematti,,,Sr,OF,5-11,R/R,14941,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7347765,15,Sam Kaplan,,,Jr,OF,6-1,R/R,14941,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7348198,32,Jonathan Zacharias,,,Sr,P,6-5,R/R,14941,3,3,,9.00,2.0,,3,3,2,1,3,,12,9,1,,,,2,2,,,,,,42,,3,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7349825,30,Joe Hollerbach,,,Jr,INF,6-3,R/R,14941,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7350648,12,Luke Yacinich,,,Sr,P,6-6,R/R,14941,13,13,11,5.67,73.0,2,67,52,46,35,56,1,327,267,16,1,,6,12,13,,,,5,6,"1,094",82,69,4,4,,19,2
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7352178,11,Lachlan Charles,,,Sr,OF,5-9,R/R,14941,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7356431,21,Elijah Diaz,,,Jr,OF,5-8,L/L,14941,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579695,6,Griffin Baur,,,So,INF,6-5,L/R,14941,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579697,38,Ryan Porter,,,Fr,INF,6-0,R/R,14941,35,13,,4.02,15.2,,15,12,7,12,12,,79,60,2,1,,2,6,4,1,12,8,2,1,286,18,15,,,2,7,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579727,1,John Quinlan,,,Fr,C,5-8,B/R,14941,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579731,2,Matt Barnhorst,,,So,OF,6-0,R/R,14941,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579742,17,William Stephens,,,So,P,6-2,R/R,14941,1,1,,19.29,2.1,,6,5,5,1,,,15,11,1,,,,1,1,,3,2,,2,59,2,5,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579744,19,Kyle Musser,,,Fr,OF,5-10,R/R,14941,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579747,20,Chris Ellison,,,Fr,P,6-0,R/R,14941,18,18,4,8.06,41.1,,59,41,37,24,26,,206,174,16,1,,6,3,3,1,10,6,2,3,744,35,56,,1,,12,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579751,22,Jakobi Davis,,,Fr,OF,6-4,L/L,14941,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579753,23,Braden Mack,,,So,C,6-2,R/R,14941,20,14,,12.00,21.0,,47,37,28,9,21,,121,108,9,4,,5,,1,,6,5,1,2,387,18,22,1,3,1,10,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579755,25,Jason Apostle,,,Sr,OF,5-9,L/R,14941,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579757,26,Tom Clancy,,,Fr,P,6-1,R/R,14941,6,6,,16.62,4.1,,8,12,8,10,1,,34,22,1,,1,2,4,2,,,,,,83,5,7,1,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579768,29,Will Long,,,Fr,P,6-0,R/R,14941,8,8,1,14.40,10.0,,14,19,16,12,6,,60,39,2,1,1,,3,7,,7,4,1,1,173,10,11,,1,,1,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579772,34,Von Baker,,,So,P,6-7,R/R,14941,12,12,4,15.04,23.1,,30,46,39,38,23,,147,95,5,,,3,13,10,,2,,1,3,488,26,17,,3,,4,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579778,40,Nathan Waugh,,,So,C,6-5,R/R,14941,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,167,Cornell,1,I,Ivy League,7579779,41,Max Jensen,,,Fr,INF,6-2,L/R,14941,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
