season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,422,Miles,2,II,SIAC,7332329,12,Clifton Orr,,,Jr,OF,-,,14941,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7335377,14,Payne Knight,,,So,OF,-,,14941,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7339559,29,Austin Douglas,,,So,P,-,,14941,17,17,10,7.20,45.0,,63,55,36,31,29,,240,185,11,,1,4,8,14,1,2,2,6,4,552,38,58,3,5,,5,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7339854,44,Michael Archie,,,So,OF,-,,14941,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7341053,4,Grey Humphries,,,Sr,INF,-,,14941,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7341146,17,Bryan Baker,,,Sr,2B,-,,14941,25,1,,6.75,1.1,,2,1,1,0,1,,7,6,,1,,,,1,,2,,,,,1,2,,,,1,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7343030,9,Matthew McDonald,,,Sr,P,-,,14941,14,13,5,3.95,27.1,,26,15,12,21,21,,130,107,1,,,,6,1,,6,1,,1,206,25,33,2,1,,6,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7344590,19,William Hollis,,,Jr,p,-,,14941,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7345262,25,Cameron Holmes,,,Jr,1B,-,,14941,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7346387,28,Kolton Easterwood,,,So,P,-,,14941,17,17,11,6.72,77.2,1,121,65,58,21,42,,371,332,29,1,1,8,10,6,,4,3,7,4,607,66,105,8,4,,9,2
2022,2021-22,MBA,422,Miles,2,II,SIAC,7349402,1,Peyton Caron,,,Jr,INF,-,,14941,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7351401,6,Drake Fondren,,,So,ss,-,,14941,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7351548,3,Jacob Bisharat,,,Sr,C,-,,14941,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7356474,8,Jeffrey Wright,,,Sr,C,-,,14941,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7356512,18,William Johnson,,,Sr,1B,-,,14941,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7357985,22,Kody Long,,,Sr,P,-,,14941,50,16,14,5.87,87.1,3,112,76,57,26,80,2,416,369,15,2,,5,12,14,,,,4,3,805,94,75,11,2,,22,3
2022,2021-22,MBA,422,Miles,2,II,SIAC,7565083,20,Max Davenport,,,Jr,OF,-,,14941,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7565084,33,Cade Glass,,,So,C,-,,14941,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,422,Miles,2,II,SIAC,7565085,15,Eli Snelson,,,So,OF,5-10,R/R,14941,49,6,3,13.50,12.0,,20,20,18,20,9,,77,55,4,,,,5,1,,3,2,,1,109,10,15,,,,3,
