season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,785,Willamette,3,III,NWC,7331546,14,Will Braaton,,,Jr,P,6-3,R/R,14941,16,16,,5.40,20.0,,23,16,12,11,12,,98,79,8,,1,,1,4,,5,5,2,2,215,14,30,2,,,6,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7331894,22,Pruitt Spritzer,,,Jr,P,6-3,R/R,14941,7,7,2,9.90,10.0,,11,13,11,10,13,,55,42,1,1,,1,6,1,,2,,1,1,168,12,5,,1,1,3,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7332628,11,Logan Haslam,,,So,P,6-5,R/R,14941,11,11,,12.46,13.0,,18,18,18,11,11,,71,53,3,1,2,,3,5,,4,1,,2,123,11,14,,,,3,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7333517,18,Layton Wagner,,,Jr,P,6-0,R/R,14941,35,7,6,9.47,25.2,,33,31,27,11,30,,126,106,13,1,1,2,1,7,,,,2,,220,24,21,,3,,13,3
2022,2021-22,MBA,785,Willamette,3,III,NWC,7336523,32,Samuel Daly,,,Jr,OF,6-4,R/R,14941,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7336990,19,Jonny Suchor,,,Jr,INF,6-0,L/R,14941,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7339406,17,Luke Werkmeister-Martin,,,Jr,UT,6-3,R/R,14941,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7340794,44,JD Willis,,,So,P,6-3,L/L,14941,14,14,1,5.01,23.1,,22,13,13,13,18,,108,89,6,1,,1,1,3,,7,4,1,2,234,22,27,2,1,1,4,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7341018,37,Matt Pisacane,,,Sr,P,6-0,R/R,14941,14,14,1,6.04,22.1,,31,20,15,7,18,,114,97,5,1,,,1,7,,4,3,1,2,285,20,25,1,1,,7,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7342884,30,Eric Waldichuk,,,Sr,P,6-4,R/R,14941,10,10,9,3.58,50.1,,48,25,20,18,46,,221,191,6,2,1,2,3,10,,,,2,,652,47,48,4,1,,11,1
2022,2021-22,MBA,785,Willamette,3,III,NWC,7344016,2,Tassos Foster,,,So,INF,5-9,R/R,14941,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7344193,5,Clint Walker,,,Jr,OF,5-11,L/R,14941,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7344242,28,Cole Mosley,,,So,C,6-4,R/R,14941,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7347965,13,Ethan Dunnam,,,Jr,C,6-0,R/R,14941,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7350442,29,Brady Joyner,,,So,P,6-5,R/R,14941,14,14,,4.21,25.2,,18,12,12,11,39,,104,90,7,1,,2,5,1,,13,5,,2,354,12,24,2,3,4,11,1
2022,2021-22,MBA,785,Willamette,3,III,NWC,7351933,26,Jeff Hoffman,,,So,INF,6-2,R/R,14941,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7353893,20,Justin Miller,,,Sr,P,6-3,R/R,14941,10,10,10,5.12,58.0,,63,44,33,17,58,,268,241,15,3,,6,3,6,1,,,2,2,762,66,43,2,5,,21,2
2022,2021-22,MBA,785,Willamette,3,III,NWC,7356714,12,Ethan Fischel,,,Sr,INF,6-0,R/R,14941,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7357339,33,Noah Ghiselli,,,So,OF,5-10,R/R,14941,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562823,21,Chase Banks,,,Fr,P,6-1,R/R,14941,10,10,3,4.91,25.2,,36,21,14,7,18,,119,111,9,3,,1,,,,3,3,1,,275,26,26,,1,,2,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562841,4,Drew Baskin,,,Fr,INF,5-9,R/R,14941,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562842,8,Charlie Ferbet,,,Fr,INF,6-2,L/R,14941,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562843,7,Cole Friend,,,Fr,OF,5-10,L/R,14941,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562845,36,Will Ryan,,,Fr,P,6-2,R/R,14941,4,4,,11.25,4.0,,3,5,5,5,2,,19,13,1,1,,,,,,2,,1,,36,7,2,1,,,1,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562847,24,Noah Garcia,,,Fr,INF,6-3,L/L,14941,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562848,27,Rocco Granucci,,,Fr,OF,6-1,R/R,14941,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562849,15,Trey Topping,,,Fr,C,6-2,R/R,14941,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562850,9,Dawson Enright,,,Sr,P,6-3,R/R,14941,7,7,3,7.27,17.1,,20,15,14,12,15,,90,72,4,2,,1,3,5,,3,1,,1,142,22,13,1,1,,5,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562851,23,Tyler Vandemark,,,Sr,OF,5-11,R/R,14941,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7562852,10,Ryan Whithorn,,,Sr,INF,6-2,R/R,14941,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7566025,1,Reyn Kawasaki,,,So,P,6-0,R/R,14941,1,1,,13.50,0.2,,,1,1,1,1,,6,2,,,,,1,3,,,,,,23,1,,,,,,
2022,2021-22,MBA,785,Willamette,3,III,NWC,7566080,34,Ben Kowalski,,,Jr,P,5-9,R/R,14941,11,11,1,2.55,17.2,,11,5,5,9,18,,71,58,2,,,1,1,2,,9,3,1,1,126,9,21,4,,,6,3
