season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7332733,6,Matt Ruiz,,,So,OF,6-3,R/R,14941,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7335424,44,Joe Sanchez,,,Sr,P,-,,14941,19,19,5,6.34,32.2,,44,24,23,13,26,,158,138,7,,,9,2,3,1,11,3,1,3,523,36,35,2,,,4,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7338223,3,Keanu Jacobs-Guishard,,,Fr,INF,6-0,,14941,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7339874,41,Devin Hemenway,,,Jr,P,-,,14941,17,17,,9.33,18.1,,29,19,19,10,10,,92,76,6,1,,3,4,3,,7,5,,3,361,22,18,1,,1,6,1
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7341730,33,Daniel Cantu,,,So,OF,6-3,L/R,14941,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7341753,24,Tanner Mink,,,So,INF,6-0,-/R,14941,21,21,2,4.70,30.2,,33,19,16,12,26,,138,117,3,,,4,1,3,,13,3,6,,516,31,29,1,1,,7,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7342634,29,Joaquin Monque,,,So,C,6-0,R/R,14941,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7345267,34,Orion Kerkering,,,So,P,-,,14941,19,19,10,5.72,67.2,,75,47,43,19,91,,300,265,19,3,,7,5,8,,8,4,1,7,"1,154",40,63,5,7,3,32,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7346742,9,Carmine Lane,,,So,UT,-,,14941,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7348118,19,Albert Hernandez,,,So,P,-,,14941,4,2,,5.40,1.2,,1,1,1,1,1,,8,6,,,,1,,1,,,,,,33,2,2,,,,1,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7348262,45,Brad Lord,,,Jr,P,-,,14941,14,14,13,5.25,61.2,1,75,51,36,22,60,,294,257,21,3,1,5,7,5,1,1,,9,1,"1,073",67,51,3,7,,15,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7351603,0,Jarrett Eaton,,,Jr,OF,-,,14941,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7353975,40,Tommy Groom,,,So,P,-,,14941,8,8,,5.14,7.0,,5,5,4,10,7,,37,27,,,,1,2,,,5,3,,,160,6,7,,,,3,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7354150,16,Nelson Rivera,,,So,C,6-0,R/R,14941,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,651,South Fla.,1,I,AAC,7354778,49,Jack Jasiak,,,So,P,-,,14941,5,5,5,1.32,27.1,,16,6,4,2,30,,100,96,2,1,,1,3,1,,,,1,,399,18,32,2,,,7,
