season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7331327,20,Matt Brown-Eiring,,,So,INF,6-1,,14941,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7331708,41,Anthony Jacabacci,,,Jr,P,-,,14941,5,5,,16.62,4.1,,8,8,8,7,4,,29,22,2,,,1,3,,,2,2,,,102,7,1,,1,,1,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7332312,23,Jack Carr,,,So,P,6-1,R/R,14941,11,11,,5.40,13.1,,16,8,8,8,10,,67,54,3,,,,1,4,,6,3,,1,237,13,16,,,1,3,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7332566,26,Ryan Micheli,,,So,C,5-10,,14941,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7332750,18,Cade Thompson,,,So,P,-,,14941,2,2,,63.00,1.0,,4,7,7,5,,,13,6,2,,,,1,1,,1,,,1,43,2,1,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7333050,14,Brett Paulsen,,,Jr,2B,6-2,,14941,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7333788,12,Evan Giordano,,,Sr,3B,-,,14941,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7336379,8,Cole Durkan,,,Sr,C,5-11,L/R,14941,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7338572,32,Andrew Ledbetter,,,So,P,6-0,R/R,14941,12,12,1,5.82,17.0,,12,11,11,19,12,,83,59,3,,,4,6,2,,9,5,2,1,284,13,24,,1,,3,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7339101,7,Evan Fox,,,So,UT,5-9,,14941,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7340166,15,Idris Carter,,,So,OF,-,,14941,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7340528,16,Devin Sharkey,,,Jr,P,-,,14941,15,15,1,13.28,20.1,,39,30,30,20,19,,123,95,3,1,,4,9,6,,6,3,,2,413,14,24,1,3,2,1,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7344201,13,Stanton Leuthner,,,Jr,SS,6-0,R/R,14941,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7347664,17,Ben Fero,,,Sr,P,-,,14941,15,15,12,4.54,69.1,,73,44,35,17,57,,297,270,16,3,1,7,3,5,,1,,2,3,846,71,69,4,4,,15,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7349753,29,Brandon Lashley,,,Jr,P,-,,14941,14,14,10,5.07,60.1,,66,36,34,21,34,,267,236,16,8,,7,1,3,,6,2,1,6,820,62,75,2,3,,14,
2022,2021-22,MBA,683,Stony Brook,1,I,America East,7350488,6,Eric Foster,,,Jr,P,-,,14941,5,5,,8.59,7.1,,12,8,7,4,5,,40,34,3,,,3,1,1,,4,1,,1,144,9,8,1,1,,,
