season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7332520,38,Justin Wright,,,Sr,P,-,R/R,14941,34,9,5,3.05,41.1,2,45,19,14,15,30,,191,169,8,,1,4,1,5,,3,,2,,373,46,44,4,1,,8,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7334982,9,Jeremy Kreuzwieser,,,So,P,6-0,R/R,14941,17,11,9,4.20,55.2,1,55,31,26,29,48,,250,218,8,,1,3,10,2,,,,1,,537,60,52,3,2,1,13,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7342937,27,Andrew Root,,,So,P,6-1,R/R,14941,7,7,2,4.43,22.1,,30,15,11,6,19,,102,93,2,,1,3,4,1,,4,1,2,,128,19,23,2,1,,6,2
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7343036,40,Austin Tirpak,,,So,P,6-4,L/R,14941,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7345171,11,Dimitri Gary,,,So,C,-,R/R,14941,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7346115,42,Tyler Wood,,,So,P,-,R/R,14941,4,4,1,3.86,4.2,,5,2,2,11,4,,30,16,,,,,1,1,,,,2,,79,4,5,,,,2,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7346880,3,Steven Manon,,,So,P,-,R/R,14941,4,2,,27.00,1.0,,6,3,3,1,1,,11,10,2,,,1,,,,,,,,,1,1,,,,,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7347169,7,J'Shawn Taylor,,,So,INF,5-10,R/R,14941,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7347219,30,Jayke Saiani,,,Jr,P,-,R/R,14941,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30064,Saint Vincent,3,III,PAC,7349050,5,Tyler Chrise,,,Jr,P,-,L/L,14941,17,16,,7.82,25.1,,34,22,22,9,10,,117,104,7,1,,4,5,,,7,4,2,2,185,26,37,3,3,2,4,
