season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583190,11,Ethan Cartwright,,,N/A,rf,6-0,R/R,14941,25,7,,9.00,8.0,,6,8,8,10,4,,43,27,1,,,1,1,3,,2,2,1,2,94,8,11,,,,2,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583192,8,Jackson Cole,,,N/A,2b,6-1,R/R,14941,20,6,6,3.00,36.0,,42,15,12,11,38,,164,149,7,,,3,2,1,1,,,2,1,330,38,28,2,1,,12,1
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583193,27,Cameron Crick,,,N/A,p,6-0,-/R,14941,8,8,,6.14,7.1,,5,5,5,6,10,,36,24,2,,,,1,4,1,,,1,1,110,5,6,,,,4,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583195,2,Kaden Dugle,,,N/A,3b,6-2,R/R,14941,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583196,5,Nathaniel Frank,,,N/A,cf,6-1,,14941,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583197,32,Josh Head,,,N/A,p,6-0,L/L,14941,17,4,,12.00,3.0,,5,5,4,5,2,,19,13,1,,,,,1,,,,,,48,4,2,,1,,1,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583198,7,A. Lush,,,N/A,p,-,,14941,18,7,7,5.61,33.2,1,41,21,21,14,39,,154,137,8,3,,4,3,1,1,,,,2,494,22,35,4,2,,10,1
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583199,21,N. McClellan,,,N/A,p,-,,14941,12,12,,4.63,11.2,,14,6,6,3,11,,55,41,4,,,,3,7,,1,1,3,1,131,6,13,1,1,,6,1
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583208,15,Noah Brown,,,N/A,3b/p,5-8,R/R,14941,23,8,,2.70,10.0,,10,3,3,6,11,,47,37,1,,,,,3,,,,1,,141,7,9,,,1,5,1
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583209,14,P. Burge,,,N/A,lf,-,,14941,17,2,1,15.43,11.2,1,21,20,20,5,7,,64,57,2,,,2,1,1,,,,,1,,17,10,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583212,33,H. Fetter,,,N/A,ph,-,,14941,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583216,17,Tyler Hewlett,,,N/A,c,6-0,R/R,14941,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583217,13,Matthew Johnson,,,N/A,ss,6-2,R/R,14941,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583219,24,Colton Perkins,,,N/A,c,5-10,R/R,14941,21,1,,18.00,1.0,,4,2,2,0,,,7,7,,,,,,,,,,,,,3,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583220,3,T. McKee,,,N/A,2b,-,,14941,11,5,2,4.50,10.0,,8,7,5,5,14,,49,36,4,,,,,6,,,,,2,193,4,11,2,,,3,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583222,26,D. Nikolayen,,,N/A,3b,-,,14941,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583223,25,W. Paris,,,N/A,1b,-,,14941,25,7,6,4.50,44.0,1,43,23,22,14,38,,184,167,5,,,4,2,2,,,,,1,337,50,33,2,1,,12,1
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583224,20,Jacob Smith,,,N/A,lf,5-11,R/R,14941,17,1,,,,,0,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583225,6,Cam Weaver,,,N/A,ss,5-9,R/R,14941,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583226,29,Kaiden Zacharias,,,N/A,rf,6-0,L/R,14941,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583240,18,David Savastio,,,N/A,p,5-10,-/R,14941,4,4,,0.00,4.0,,,,,1,7,,14,12,,,,,,1,,,,,,48,,5,,,,3,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7583898,38,Matthew Baker,,,N/A,c,6-0,,14941,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7586715,0,Caleb Poll,,,N/A,p,6-0,L/L,14941,11,11,,4.32,8.1,,6,6,4,6,13,,38,30,,1,,,3,,,3,2,1,1,141,3,8,,,,3,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7586727,23,Holten Handel,,,N/A,p,6-2,R/R,14941,14,14,5,5.87,23.0,,25,18,15,10,18,,108,86,3,,,,3,9,2,5,3,3,,229,30,14,4,3,,3,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7586744,37,B. Barber,,,N/A,p,-,,14941,9,9,,8.68,9.1,,8,9,9,9,10,,47,34,3,,1,1,2,2,1,3,1,1,1,159,7,10,,1,1,4,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7587555,99,B. Goins,,,N/A,,-,,14941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7594465,47,Connor Butler,,,N/A,p,6-5,-/R,14941,2,1,,0.00,1.0,,,,,,,,3,3,,,,,,,,,,,,9,1,2,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7594466,1,Wade Everley,,,N/A,ph,5-7,,14941,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7594467,34,Eli Wilder,,,N/A,p,6-0,R/R,14941,1,1,,0.00,1.0,,,,,,1,,3,3,,,,,,,,,,,,11,2,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7598360,42,Quinn Nobles,,,N/A,ph,6-0,L/L,14941,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7598364,28,B. Vasquez,,,N/A,p,-,,14941,1,1,,0.00,1.0,,,,,,2,,3,3,,,,,,,,,,,,11,1,,,,,2,
2022,2021-22,MBA,30243,Asbury,3,III,DIII Independent,7598601,4,A. Braughton,,,N/A,c,-,,14941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
