season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7330831,28,Shane Stephens,,,Sr,C,5-11,R/R,14941,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7332199,25,Raine Uecker,,,Sr,P,6-2,B/R,14941,25,11,1,8.55,20.0,,29,20,19,5,12,,98,84,3,4,,4,2,5,,4,1,3,1,112,19,25,1,4,,3,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7332563,35,Aaron Recio,,,Sr,OF,5-8,R/R,14941,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7333927,19,Devin Hooper,,,Sr,P,5-11,R/R,14941,40,4,2,3.29,13.2,,16,8,5,1,12,,61,57,4,,,,2,2,,3,,,1,,15,12,1,1,,4,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7334200,15,Dakota Price,,,Jr,P,6-3,R/R,14941,7,2,,20.25,1.1,,3,3,3,3,2,,10,7,,,,,2,,,,,,,48,1,1,,,,1,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7334334,17,Isaiah Hernandez,,,Jr,OF,6-0,R/R,14941,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7336629,9,Ronald Wenzel,,,So,INF,5-11,R/R,14941,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7337353,24,Daniel Garza,,,Jr,P,6-0,R/R,14941,22,13,,8.83,17.1,,26,21,17,7,15,,87,73,2,,,4,1,2,,4,2,4,1,115,17,17,1,2,1,2,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7338679,51,Lee Trevino,,,Jr,P,6-0,L/L,14941,4,3,,2.70,3.1,,3,2,1,3,3,,18,12,1,,,,3,2,,,,,1,29,3,3,,,,2,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7339042,13,Adam Sanchez,,,So,P,5-11,R/R,14941,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7339127,56,Jeron Adams,,,Fr,C,5-9,L/R,14941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7339680,43,Colby Jones,,,Jr,P,6-1,R/R,14941,2,2,,135.00,0.1,,3,5,5,4,,,8,4,1,,,,,,,,,,,,,1,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7341046,46,Blaise Mosmeyer,,,Jr,INF,6-2,R/R,14941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7341078,47,Christopher Rodriguez,,,So,P,6-0,R/R,14941,12,12,1,13.25,18.1,,36,34,27,17,13,,106,86,7,3,1,5,5,2,,5,1,1,,134,10,28,,1,,5,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7341549,29,Tate Sherman,,,Sr,P,6-1,L/L,14941,10,10,2,3.09,11.2,,8,4,4,18,6,,57,35,3,1,3,1,1,3,,,,1,,72,9,12,1,,,2,5
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7342124,44,Jake Converse,,,Sr,P,5-11,L/L,14941,2,2,1,16.20,3.1,,8,6,6,3,2,,20,17,2,1,,,2,,,,,,,16,5,2,,1,,1,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7342787,2,Tyler Juarez,,,So,OF,5-10,R/R,14941,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7343127,57,Matt Young,,,Jr,P,6-3,R/L,14941,1,1,,,,,1,4,4,2,,,4,1,1,,,,,1,,,,,,17,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7344462,12,Aidan Warren,,,So,P,6-0,R/R,14941,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7344827,11,Chance Goins,,,Sr,P,5-10,R/R,14941,27,4,1,10.50,6.0,,10,7,7,3,4,,31,26,1,2,,,1,,,1,,1,1,,4,10,,1,,2,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7345762,33,Garrett Landin,,,Jr,P,6-0,R/R,14941,12,12,1,7.71,23.1,,37,24,20,10,15,,114,100,6,5,,2,4,2,,6,2,1,1,133,19,29,2,,,3,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7347020,8,Gerardo Cardoza,,,Jr,C,5-11,R/R,14941,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7350221,3,Seth Joseph,,,So,OF,5-10,R/R,14941,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7351727,4,Jeremy Muniz,,,Sr,INF,5-9,R/R,14941,37,5,,7.00,9.0,,14,10,7,3,6,,47,42,5,1,1,,1,2,,6,,,,37,9,8,,,1,2,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7353818,10,Aubry Latka,,,Jr,OF,6-4,L/L,14941,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7357731,41,Cole Fallowfield,,,So,C,6-0,R/R,14941,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7357886,6,Steve Gomez,,,Jr,INF,5-9,L/R,14941,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,1355,Schreiner,3,III,SCAC,7358026,31,Parker Jensen,,,Sr,P,6-1,R/R,14941,2,2,1,16.20,1.2,,4,3,3,4,1,,14,9,,,,,,1,,1,1,,,,2,2,,1,,,
