season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7331755,7,David Meadows,,,Sr,INF,-,,14941,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7332388,12,Win Johns,,,So,INF,-,,14941,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7334580,11,Seth Nelson,,,So,C,-,,14941,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7335904,30,Noah Windhurst,,,So,P,-,,14941,17,17,17,4.72,95.1,1,105,56,50,30,73,1,420,378,16,,,14,3,5,,,,3,4,"1,234",89,109,8,3,,21,1
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7339093,27,Colton Joyner,,,So,P,-,,14941,15,15,15,4.91,73.1,1,101,45,40,17,59,,331,307,12,1,,9,6,2,,,,3,2,"1,016",78,69,10,1,,14,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7340641,15,Isaac Bouton,,,So,INF,5-10,R/R,14941,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7343012,31,Peyton Burton,,,So,P,-,,14941,28,28,,2.30,43.0,,34,15,11,10,42,,182,163,4,,,2,2,7,1,10,4,1,1,627,42,40,4,2,5,10,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7343100,25,Jamie Boatright,,,Jr,P,-,,14941,9,9,7,6.52,29.0,,41,22,21,7,23,,136,124,6,,,3,1,3,,,,1,1,456,30,31,2,,,9,1
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7343325,5,Hunter Woodall,,,Jr,OF,-,,14941,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,159,Columbus St.,2,II,Peach Belt,7345129,3,Mason Davis,,,So,INF,-,,14941,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
