season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7331711,18,Manny Sierra,,,Sr,C,-,,14941,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7333237,2,Cole Martin,,,Sr,P,5-9,L/R,14941,5,5,5,6.14,14.2,,16,13,10,10,19,,70,60,6,,,,1,,,,,,,279,12,14,1,2,,5,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7338253,20,Ty Lewis,,,Sr,INF,-,,14941,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7339649,13,Reggie Williams,,,Jr,INF,6-0,L/R,14941,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7342971,0,Jeron Petterson,,,Jr,P,-,,14941,7,7,,10.29,7.0,,8,8,8,5,4,,35,26,3,,,3,1,4,,2,2,,,69,10,3,,1,,1,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7343116,29,Jacob Garcia,,,Jr,P,-,,14941,2,2,,20.25,1.1,,1,4,3,0,,,9,5,,,1,,,4,,,,,,32,1,3,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7343370,14,Zac Hanenberg,,,Jr,UT,5-10,R/R,14941,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7345092,50,Tim McIntyre,,,Sr,P,-,,14941,14,14,13,6.84,77.2,1,117,65,59,12,50,,367,343,23,3,4,11,1,6,,,,2,4,"1,019",79,97,7,2,,10,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7346785,12,Brock Rodrigues,,,Jr,UT,-,,14941,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7347114,44,Johnathan Ramirez,,,Sr,P,-,,14941,16,16,,4.84,44.2,,61,43,24,10,31,,219,197,17,2,1,5,2,4,,16,11,2,6,666,50,51,1,1,1,16,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7347737,26,Jeremiah Mares,,,So,C,6-0,R/R,14941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7348289,27,Matt Shea,,,Sr,INF,-,,14941,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7350641,10,Trey Vasquez,,,Jr,SS,6-1,R/R,14941,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2021-22,MBA,2720,CSU Pueblo,2,II,RMAC,7352812,11,Ruben Portillo,,,Sr,P,6-0,B/R,14941,11,11,,13.85,13.0,,21,25,20,8,18,,72,62,3,,1,7,2,2,,9,7,,,222,10,10,,,,9,
