season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7332394,20,Trent MacKinney,,,So,OF,6-2,R/R,14940,1,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7335379,10,Dante Palacio,,,So,OF,5-11,L/R,14940,24,9,0.132,0.358,0.211,10,38,5,3,,8,,3,11,3,1,,10,1,,,,,1,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7337755,14,Luke Watson,,,Fr,INF,5-11,R/R,14940,18,15,0.298,0.404,0.426,12,47,14,4,1,20,,8,8,1,1,1,13,1,2,,2,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7339646,24,Noel Soto,,,So,UT,5-11,R/R,14940,11,9,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7345980,30,Matthew Henry,,,So,P,6-3,L/L,14940,10,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7348571,28,Carl Lawson,,,Fr,OF,-,,14940,28,5,0.179,0.314,0.179,9,28,5,,,5,,6,6,,1,1,7,,1,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7348862,12,Will Rudy,,,Fr,P,-,,14940,13,13,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7350891,32,AJ Moreno,,,Fr,UT,6-2,R/R,14940,12,1,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7352287,21,Ricky Nuñez,,,Jr,OF,-,,14940,53,53,0.361,0.426,0.532,38,205,74,12,1,109,7,51,19,5,1,,27,6,,1,1,,5,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7354882,27,Bryce Wooldridge,,,Fr,UT,-,,14940,16,3,0.100,0.217,0.150,4,20,2,1,,3,,,3,,,,9,,,,1,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7356654,11,Drew Atherton,,,Jr,P,5-11,R/R,14940,12,8,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553004,8,Connor Tousignant,,,Jr,P,-,,14940,18,1,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553094,2,Johnny Pappas,,,So,C,5-10,R/R,14940,53,53,0.308,0.442,0.477,47,195,60,18,3,93,3,38,37,14,5,5,29,3,1,,,,3,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553095,3,Ryon Knowles,,,Sr,INF,-,,14940,52,52,0.368,0.480,0.562,57,201,74,15,3,113,6,47,35,9,1,2,24,7,1,,6,1,6,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553096,5,Cesar Lopez,,,Sr,OF,-,,14940,47,47,0.371,0.439,0.511,40,186,69,20,,95,2,47,23,2,3,1,11,5,1,,,3,5,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553106,13,Matt Orozco,,,Jr,P,5-11,R/R,14940,24,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553111,36,Eric Romo,,,Jr,P,6-0,R/R,14940,20,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553113,23,Rhys Stevens,,,So,P,5-10,L/R,14940,6,6,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553119,25,Zuko Tillman,,,Jr,P,6-0,L/L,14940,13,1,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553122,6,Drew D'Ambra,,,Jr,P,6-4,L/L,14940,14,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553125,9,Casey Slattery,,,Jr,INF,-,,14940,53,49,0.270,0.451,0.461,40,152,41,8,,70,7,37,41,11,2,2,41,1,,,2,1,1,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553126,17,Hunter Ash,,,Jr,P,-,,14940,1,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553127,18,Scott Armstrong,,,Jr,P,6-5,R/R,14940,12,4,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553128,19,Edrian Rangel,,,Fr,P,6-0,R/L,14940,12,11,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553129,26,Bobby Hook,,,Fr,INF,6-5,R/R,14940,10,1,0.000,0.125,0.000,1,14,,,,0,,,,2,,,6,1,,,,,1,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553130,29,Dylan Long,,,Fr,C,6-1,R/R,14940,18,10,0.094,0.211,0.094,3,32,3,,,3,,6,3,2,1,2,11,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553132,31,Jacob Lopez,,,Fr,C,5-10,R/R,14940,53,52,0.337,0.464,0.437,43,190,64,7,3,83,2,38,33,12,,,29,9,,,2,,6,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553133,34,Tyler Chaffee,,,Fr,INF,6-1,R/R,14940,50,48,0.286,0.366,0.434,30,189,54,10,3,82,4,39,20,4,,1,51,5,4,1,5,1,5,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553134,35,Andy Hurtado,,,Jr,P,-,,14940,6,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553135,37,AJ Nimeh,,,Fr,UT,6-4,L/L,14940,45,35,0.272,0.394,0.344,36,125,34,6,,43,1,23,24,3,3,,21,2,1,,2,,2,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553147,33,Chris Aguilar,,,So,C,-,,14940,11,1,0.200,0.333,0.200,1,15,3,,,3,,3,3,,,,5,,,,,,,
2022,2021-22,MBA,91,Cal Poly Pomona,2,II,CCAA,7553149,22,Nick Lugo,,,So,INF,5-7,L/R,14940,53,53,0.321,0.413,0.363,46,193,62,8,,70,,33,28,5,4,7,28,7,2,,2,,7,
