season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7331782,32,Garrett Ramsey,,,Jr,P,-,,14940,21,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7331804,6,Will McGillis,,,Jr,INF,6-3,R/R,14940,66,66,0.265,0.394,0.543,53,230,61,12,2,125,16,51,32,20,5,,57,8,3,,6,2,8,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7335024,29,Chandler Best,,,So,P,6-0,L/L,14940,14,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7336986,19,Tyler Stuart,,,So,P,-,,14940,22,4,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7337577,2,Hurston Waldrep,,,So,P,-,,14940,17,17,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7339750,11,Aubrey Gillentine,,,Jr,P,6-3,R/R,14940,6,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7339920,38,Reece Ewing,,,Jr,OF,5-10,L/L,14940,57,57,0.260,0.430,0.480,43,200,52,10,2,96,10,34,49,12,2,3,57,8,2,,2,3,6,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7340448,31,Blake Wehunt,,,So,P,-,,14940,1,1,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7347122,26,Danny Lynch,,,Jr,INF,6-3,L/R,14940,66,66,0.286,0.375,0.408,42,245,70,15,,100,5,30,26,12,5,5,35,8,1,1,,,8,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7349782,13,Matt Adams,,,So,P,5-11,R/R,14940,9,5,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7349841,28,Tanner Hall,,,So,P,6-1,R/R,14940,19,17,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7350339,7,Slade Wilks,,,So,OF,6-2,L/R,14940,60,60,0.288,0.394,0.511,41,219,63,17,1,112,10,37,34,5,1,,63,,1,,4,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7350884,4,Drew Boyd,,,Jr,P,-,,14940,11,1,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7352041,14,Gabriel Montenegro,,,Sr,OF,-,,14940,64,64,0.277,0.342,0.336,33,256,71,8,2,86,1,34,22,4,2,9,24,9,1,,2,,5,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7352356,35,Justin Storm,,,So,P,6-7,L/L,14940,13,0,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7354151,22,Charlie Fischer,,,Jr,INF,-,,14940,21,13,0.167,0.310,0.271,5,48,8,3,1,13,,4,6,4,,,20,1,,,,,1,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7355051,24,Ben Ethridge,,,So,P,-,,14940,12,5,,,,,,,,,0,,,,,,,,,,,,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7355120,41,Christopher Sargent,,,Jr,1B,6-1,R/R,14940,66,66,0.269,0.312,0.545,56,275,74,9,2,150,21,58,11,9,6,,54,8,,,2,,5,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7356252,20,Brady Faust,,,So,INF,5-11,L/R,14940,28,7,0.176,0.282,0.176,8,34,6,,,6,,1,3,2,,3,9,,,,3,,,
2022,2021-22,MBA,664,Southern Miss.,1,I,CUSA,7356592,37,Carson Paetow,,,Fr,OF,6-3,L/L,14940,65,61,0.271,0.383,0.546,46,229,62,15,,125,16,48,36,8,4,1,68,1,3,,4,,1,
