season,season_name,sport_id,ncaa_division,ncaa_division_formatted,team_conference_name,school_id,school_name,player_id,player_jersey_num,player_full_name,player_first_name,player_last_name,player_class,player_positions,player_height_string,player_weight,player_batting_hand,player_throwing_hand,player_hometown,player_high_school,player_G,player_GS,player_url
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7358290,17,Connor Gottholm,Connor,Gottholm,So.,P,6-2,,RIGHT,RIGHT,,,5,0,https://stats.ncaa.org/players/7358290
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7341527,39,Dharyl Moon,Dharyl,Moon,Jr.,OF,6-2,,,,,,0,0,https://stats.ncaa.org/players/7341527
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7340497,8,Anthony Napoleon,Anthony,Napoleon,Jr.,P,5-9,,LEFT,LEFT,,,10,9,https://stats.ncaa.org/players/7340497
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7344221,38,Dominic Lough,Dominic,Lough,Sr.,OF,-,,,,,,3,1,https://stats.ncaa.org/players/7344221
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7343037,12,David Sanders,David,Sanders,Sr.,INF,-,,,,,,17,14,https://stats.ncaa.org/players/7343037
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7331669,10,Sam Ingram,Sam,Ingram,Jr.,P,6-0,,,,,,42,41,https://stats.ncaa.org/players/7331669
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7331759,20,Julio Aguilar,Julio,Aguilar,Sr.,INF,-,,,,,,14,10,https://stats.ncaa.org/players/7331759
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7339459,41,Jake Mauzy,Jake,Mauzy,Jr.,P,-,,,,,,12,0,https://stats.ncaa.org/players/7339459
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7333132,31,Aaron Bradley,Aaron,Bradley,So.,P,5-8,,LEFT,LEFT,,,3,1,https://stats.ncaa.org/players/7333132
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580937,19,Preston Todd,Preston,Todd,Fr.,OF,6-2,,RIGHT,RIGHT,,,12,4,https://stats.ncaa.org/players/7580937
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580939,21,Nick Corwell,Nick,Corwell,Sr.,C,5-9,,,,,,13,12,https://stats.ncaa.org/players/7580939
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580940,22,Jaylon Robinson,Jaylon,Robinson,Fr.,OF,5-11,,,,,,21,11,https://stats.ncaa.org/players/7580940
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580944,25,Martin Radosevic,Martin,Radosevic,Sr.,OF,6-2,,,,,,36,33,https://stats.ncaa.org/players/7580944
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7344572,14,Alec Tamburri,Alec,Tamburri,Jr.,UT,-,,,,,,10,6,https://stats.ncaa.org/players/7344572
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7344705,13,Hunter Eplin,Hunter,Eplin,So.,UT,6-3,,RIGHT,RIGHT,,,17,15,https://stats.ncaa.org/players/7344705
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7348470,4,Dylan Poplin,Dylan,Poplin,So.,INF,-,,,,,,28,26,https://stats.ncaa.org/players/7348470
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580920,5,Joe Gizinski,Joe,Gizinski,Fr.,UT,5-9,,RIGHT,RIGHT,,,1,0,https://stats.ncaa.org/players/7580920
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580922,6,Noah Birthisel,Noah,Birthisel,Sr.,OF,-,,,,,,8,6,https://stats.ncaa.org/players/7580922
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580925,7,Geovani Sostre,Geovani,Sostre,Sr.,UT,-,,,,,,34,34,https://stats.ncaa.org/players/7580925
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580930,11,Jack Tilton,Jack,Tilton,Fr.,INF,5-10,,LEFT,RIGHT,,,42,42,https://stats.ncaa.org/players/7580930
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7335897,34,Broderick Rohrbaugh,Broderick,Rohrbaugh,So.,P,6-1,,RIGHT,RIGHT,,,18,3,https://stats.ncaa.org/players/7335897
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7337169,18,Cole Shearer,Cole,Shearer,So.,INF,5-11,,RIGHT,RIGHT,,,32,32,https://stats.ncaa.org/players/7337169
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580943,24,Gabe Mustovic,Gabe,Mustovic,Fr.,OF,6-2,,,,,,14,6,https://stats.ncaa.org/players/7580943
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580947,26,Christopher Hulmes,Christopher,Hulmes,So.,INF,5-11,,RIGHT,RIGHT,,,1,0,https://stats.ncaa.org/players/7580947
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580949,30,Noah Slack,Noah,Slack,Fr.,P,-,,,,,,0,0,https://stats.ncaa.org/players/7580949
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7334750,32,Robbie Baker,Robbie,Baker,Jr.,P,6-1,,RIGHT,RIGHT,,,7,4,https://stats.ncaa.org/players/7334750
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7331215,35,Matt Turner,Matt,Turner,So.,C,5-11,,RIGHT,RIGHT,,,17,12,https://stats.ncaa.org/players/7331215
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580916,1,Thatcher Poteat,Thatcher,Poteat,Fr.,UT,5-11,,RIGHT,RIGHT,,,24,19,https://stats.ncaa.org/players/7580916
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580959,42,Ethan Boisvert,Ethan,Boisvert,Fr.,P,6-6,,RIGHT,RIGHT,,,7,1,https://stats.ncaa.org/players/7580959
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580951,27,AJ Ventry,AJ,Ventry,Fr.,P,6-0,,,,,,10,9,https://stats.ncaa.org/players/7580951
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580961,45,Devin Johnson,Devin,Johnson,Jr.,1B,5-10,,RIGHT,LEFT,,,22,21,https://stats.ncaa.org/players/7580961
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580964,49,Nicholas Slater,Nicholas,Slater,Fr.,OF,6-1,,,,,,1,0,https://stats.ncaa.org/players/7580964
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580966,52,Alex Sutton,Alex,Sutton,Fr.,P,5-11,,,,,,3,0,https://stats.ncaa.org/players/7580966
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580968,54,Brad Miller,Brad,Miller,Fr.,P,6-3,,RIGHT,RIGHT,"Hillsboro, OH",Hillsboro,10,0,https://stats.ncaa.org/players/7580968
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580970,56,Lukas Glotfelty,Lukas,Glotfelty,So.,P,6-5,,,,,,0,0,https://stats.ncaa.org/players/7580970
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580956,33,Evan Sutton,Evan,Sutton,Fr.,OF,5-7,,,,,,0,0,https://stats.ncaa.org/players/7580956
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580967,53,Grant Swift,Grant,Swift,Fr.,P,5-11,,RIGHT,RIGHT,,,4,0,https://stats.ncaa.org/players/7580967
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580960,44,Luke Burner,Luke,Burner,Fr.,UT,5-10,,LEFT,LEFT,,,4,0,https://stats.ncaa.org/players/7580960
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580962,46,Ian Donohoe,Ian,Donohoe,So.,OF,5-8,,RIGHT,RIGHT,,,1,0,https://stats.ncaa.org/players/7580962
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580941,23,Leo White,Leo,White,Sr.,OF,-,,,,,,31,31,https://stats.ncaa.org/players/7580941
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580957,37,Kyle Hightower,Kyle,Hightower,Fr.,P,6-0,,,,,,0,0,https://stats.ncaa.org/players/7580957
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580969,55,Cy Persinger,Cy,Persinger,Fr.,P,6-1,,RIGHT,RIGHT,,,1,0,https://stats.ncaa.org/players/7580969
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580953,28,Ian Norris,Ian,Norris,Fr.,C,6-1,,RIGHT,RIGHT,,,0,0,https://stats.ncaa.org/players/7580953
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580963,48,Cole Gullotti,Cole,Gullotti,Fr.,INF,6-2,,RIGHT,RIGHT,,,1,0,https://stats.ncaa.org/players/7580963
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580932,15,Luke White,Luke,White,Fr.,P,6-2,,,,,,6,1,https://stats.ncaa.org/players/7580932
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580935,16,Eli Brogan,Eli,Brogan,Fr.,P,6-0,,RIGHT,RIGHT,,,11,4,https://stats.ncaa.org/players/7580935
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580965,50,Andrew Owens,Andrew,Owens,Fr.,P,6-2,,,,,,8,0,https://stats.ncaa.org/players/7580965
2022,2021-22,MBA,2,II,MEC,9630,West Va. Wesleyan,7580918,3,Adrian Delgado,Adrian,Delgado,Sr.,C,-,,,,,,26,22,https://stats.ncaa.org/players/7580918
