season,season_name,sport_id,ncaa_division,ncaa_division_formatted,team_conference_name,school_id,school_name,player_id,player_jersey_num,player_full_name,player_first_name,player_last_name,player_class,player_positions,player_height_string,player_weight,player_batting_hand,player_throwing_hand,player_hometown,player_high_school,player_G,player_GS,player_url
2022,2021-22,MBA,1,I,ACC,147,Clemson,7355534,39,P.J. Labriola,P.J.,Labriola,So.,P,6-7,,LEFT,LEFT,"Bradenton, FL",	Cardinal Mooney Catholic,16,0,https://stats.ncaa.org/players/7355534
2022,2021-22,MBA,1,I,ACC,147,Clemson,7353112,48,Rob Hughes,Rob,Hughes,Jr.,P,6-2,,RIGHT,RIGHT,"Rock Hill, SC",Northwestern HS,0,0,https://stats.ncaa.org/players/7353112
2022,2021-22,MBA,1,I,ACC,147,Clemson,7356967,44,Nick Clayton,Nick,Clayton,So.,P,6-5,,RIGHT,RIGHT,"York, SC",York Comprehensive HS,12,9,https://stats.ncaa.org/players/7356967
2022,2021-22,MBA,1,I,ACC,147,Clemson,7352304,25,Jackson Lindley,Jackson,Lindley,Jr.,P,6-3,,RIGHT,RIGHT,"Anderson, SC",T.L. Hanna HS,31,0,https://stats.ncaa.org/players/7352304
2022,2021-22,MBA,1,I,ACC,147,Clemson,7353634,31,Caden Grice,Caden,Grice,So.,UT,6-6,,LEFT,LEFT,"Greer, SC",Riverside HS,58,58,https://stats.ncaa.org/players/7353634
2022,2021-22,MBA,1,I,ACC,147,Clemson,7355409,12,Cooper Ingle,Cooper,Ingle,So.,UT,5-10,,LEFT,RIGHT,"Asheville, NC",A.C. Reynolds HS,54,54,https://stats.ncaa.org/players/7355409
2022,2021-22,MBA,1,I,ACC,147,Clemson,7358012,11,Chad Fairey,Chad,Fairey,So.,UT,6-2,,LEFT,RIGHT,"Greenwood, SC",Ninety Six HS,33,26,https://stats.ncaa.org/players/7358012
2022,2021-22,MBA,1,I,ACC,147,Clemson,7347768,24,Mac Starbuck,Mac,Starbuck,So.,INF,5-9,,RIGHT,RIGHT,"Easley, SC",Easley HS,11,1,https://stats.ncaa.org/players/7347768
2022,2021-22,MBA,1,I,ACC,147,Clemson,7341421,36,Ty Olenchuk,Ty,Olenchuk,So.,P,6-2,,LEFT,RIGHT,"Irmo, SC",Dutch Fork HS,23,0,https://stats.ncaa.org/players/7341421
2022,2021-22,MBA,1,I,ACC,147,Clemson,7341483,8,Blake Wright,Blake,Wright,So.,INF,6-0,,RIGHT,RIGHT,"Belleair, FL",Clearwater Central Catholic HS,44,39,https://stats.ncaa.org/players/7341483
2022,2021-22,MBA,1,I,ACC,147,Clemson,7345377,9,Jonathan French,Jonathan,French,So.,C,5-11,,RIGHT,RIGHT,"Lilburn, GA",Parkview HS,44,37,https://stats.ncaa.org/players/7345377
2022,2021-22,MBA,1,I,ACC,147,Clemson,7349135,21,J.D. Brock,J.D.,Brock,So.,OF,6-2,,LEFT,LEFT,"Davidson, NC",William Amos Hough,27,12,https://stats.ncaa.org/players/7349135
2022,2021-22,MBA,1,I,ACC,147,Clemson,7345442,42,Ryan Ammons,Ryan,Ammons,So.,P,6-0,,LEFT,LEFT,"Easley, SC",Wren HS,25,0,https://stats.ncaa.org/players/7345442
2022,2021-22,MBA,1,I,ACC,147,Clemson,7349265,22,Ricky Williams,Ricky,Williams,So.,P,6-2,,RIGHT,RIGHT,"Lexington, SC",River Bluff ,9,3,https://stats.ncaa.org/players/7349265
2022,2021-22,MBA,1,I,ACC,147,Clemson,7339318,37,Nick Hoffmann,Nick,Hoffmann,So.,P,6-2,,RIGHT,RIGHT,"Centerville, OH",Centerville HS,18,9,https://stats.ncaa.org/players/7339318
2022,2021-22,MBA,1,I,ACC,147,Clemson,7351016,23,Geoffrey Gilbert,Geoffrey,Gilbert,So.,P,-,,,,,,19,5,https://stats.ncaa.org/players/7351016
2022,2021-22,MBA,1,I,ACC,147,Clemson,7340762,29,Max Wagner,Max,Wagner,So.,INF,-,,,,,,58,54,https://stats.ncaa.org/players/7340762
2022,2021-22,MBA,1,I,ACC,147,Clemson,7332105,32,Mack Anglin,Mack,Anglin,So.,P,-,,,,,,15,15,https://stats.ncaa.org/players/7332105
2022,2021-22,MBA,1,I,ACC,147,Clemson,7342246,3,Dylan Brewer,Dylan,Brewer,So.,UT,6-2,,LEFT,LEFT,"Latta, SC",Latta HS,46,39,https://stats.ncaa.org/players/7342246
2022,2021-22,MBA,1,I,ACC,147,Clemson,7348821,41,Alex Edmondson,Alex,Edmondson,So.,P,6-3,,RIGHT,RIGHT,"Simpsonville, SC",Mauldin,11,0,https://stats.ncaa.org/players/7348821
2022,2021-22,MBA,1,I,ACC,147,Clemson,7336286,10,Bryar Hawkins,Bryar,Hawkins,Jr.,INF,-,,,,,,58,58,https://stats.ncaa.org/players/7336286
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543097,52,Patrick Farrisee,Patrick,Farrisee,Fr.,UT,5-10,,RIGHT,RIGHT,"South Bend, IN",Saint Joseph HS,0,0,https://stats.ncaa.org/players/7543097
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543101,6,Aries Samek,Aries,Samek,Fr.,UT,6-2,,RIGHT,RIGHT,"Teaneck, NJ",Teaneck HS,0,0,https://stats.ncaa.org/players/7543101
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543102,26,Casey Tallent,Casey,Tallent,Fr.,P,6-0,,RIGHT,RIGHT,"Hartwell, GA",Hart County HS,15,1,https://stats.ncaa.org/players/7543102
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543100,13,David Lewis,David,Lewis,Fr.,INF,6-2,,RIGHT,RIGHT,"Travelers Rest, SC",Blue Ridge,17,5,https://stats.ncaa.org/players/7543100
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543103,16,Will Taylor,Will,Taylor,Fr.,OF,5-11,,RIGHT,RIGHT,"Irmo, SC",Dutch Fork HS,13,13,https://stats.ncaa.org/players/7543103
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543099,56,Austin Gordon,Austin,Gordon,Fr.,P,6-5,,RIGHT,RIGHT,"Myrtle Beach, SC",Myrtle Beach HS,17,0,https://stats.ncaa.org/players/7543099
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543104,43,Camden Troyer,Camden,Troyer,Fr.,UT,-,,LEFT,LEFT,,,18,8,https://stats.ncaa.org/players/7543104
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543094,1,Tyler Corbitt,Tyler,Corbitt,Jr.,UT,5-11,,RIGHT,RIGHT,"West Columbia, SC",Airport HS,53,51,https://stats.ncaa.org/players/7543094
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543095,27,Tristan Bissetta,Tristan,Bissetta,Fr.,OF,6-1,,LEFT,LEFT,"Greenville, SC",J.L. Mann HS,0,0,https://stats.ncaa.org/players/7543095
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543096,53,Josh Davis,Josh,Davis,Fr.,P,6-1,,RIGHT,RIGHT,"Goose Creek, SC",Stratford HS,0,0,https://stats.ncaa.org/players/7543096
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543098,15,Reed Garris,Reed,Garris,Fr.,UT,6-0,,RIGHT,RIGHT,"Mount Pleasant, SC",Wando HS,7,4,https://stats.ncaa.org/players/7543098
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543156,5,Gavin Abrams,Gavin,Abrams,Fr.,UT,6-0,,LEFT,RIGHT,"Saint Johns, FL",Nease HS,2,0,https://stats.ncaa.org/players/7543156
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543158,30,Billy Barlow,Billy,Barlow,Fr.,P,6-2,,RIGHT,RIGHT,"North Myrtle Beach, SC",North Myrtle Beach HS,17,15,https://stats.ncaa.org/players/7543158
2022,2021-22,MBA,1,I,ACC,147,Clemson,7543159,49,Caid Byrd,Caid,Byrd,Fr.,UT,-,,,,,,0,0,https://stats.ncaa.org/players/7543159
