,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590936,35,Ryan Harrahill,,,Fr,P,6-4,R/R,15081,,1,1,27.00,1.0,,4,4,3,1,2,,9,8,,1,,,,,,,,,,36,,1,,1,,1,
1,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590724,19,Kyle Perry,,,Sr,P,-,,15081,,25,,6.75,20.0,,25,16,15,3,19,,90,85,4,,,5,1,2,,19,6,,,294,24,15,1,2,3,9,
2,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8270136,34,Brett Sears,,,Sr,P,6-0,R/R,15081,,17,16,2.16,104.0,1,72,29,25,19,101,1,408,377,15,1,1,9,1,9,1,,,1,2,"1,462",81,117,9,1,1,29,1
3,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590708,36,Grant  Cleavinger,,,So,P,6-5,L/L,15081,,10,,5.06,5.1,,1,3,3,3,8,,21,16,,,,1,2,2,,13,4,,,96,3,4,,,,4,
4,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8275289,30,Will Walsh,,,Sr,P,-,,15081,,14,10,5.06,58.2,1,69,36,33,10,43,,259,233,13,1,,10,4,8,,5,1,5,3,817,63,64,5,4,,11,1
5,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8277457,25,Drew Christo,,,Jr,P,-,,15081,,17,10,4.62,60.1,,52,33,31,20,54,,263,233,15,1,,6,12,8,2,,,2,,921,48,74,3,3,1,13,1
6,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8268640,42,Jalen Worthley,,,So,P,-,,15081,,22,,3.60,35.0,,29,14,14,8,33,,143,130,5,,,5,3,1,,15,4,4,,485,32,39,3,,5,5,
7,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8279760,24,Caleb Clark,,,So,P,-,L/L,15081,,17,3,7.92,30.2,,32,28,27,18,32,,146,121,8,2,1,4,4,5,,9,2,2,,483,35,23,1,,1,5,
8,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8282466,33,Jackson Brockett,,,Jr,P,-,,15081,,13,7,4.91,36.2,1,38,23,20,8,29,1,158,144,9,,,4,4,4,,7,6,1,1,540,45,32,3,3,,12,
9,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590711,28,Bobby Olsen,,,Sr,P,6-0,R/R,15081,,13,,10.80,8.1,,11,10,10,6,9,,46,35,1,,,1,2,5,,12,4,,,180,7,7,,,,2,
10,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590713,48,Rans Sanders,,,Sr,P,6-0,R/R,15081,,18,,3.86,14.0,,10,8,6,5,9,,56,50,1,,,3,1,1,,16,5,,,216,20,10,,1,2,2,
11,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590943,17,Hayden Lewis,,,Fr,UT,6-1,L/L,15081,,1,,0.00,0.1,,1,,,1,1,,3,2,,,,,,,,2,2,,,15,,,,,,1,
12,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590934,54,Trey Frahm,,,Jr,P,6-0,R/R,15081,,5,,10.13,2.2,,2,3,3,3,2,,13,10,1,,,,1,,,3,,,,52,,6,,,,,
13,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590926,8,Evan Borst,,,Jr,P,5-11,R/R,15081,,16,,7.62,13.0,,10,13,11,12,16,,64,48,4,1,,,5,4,2,13,3,,,229,9,13,2,,,2,
14,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590938,20,Ty Horn,,,Fr,P,6-2,L/R,15081,,13,4,5.91,21.1,,29,25,14,8,19,,107,95,5,1,,3,2,2,,1,,1,1,374,22,22,1,1,1,6,
15,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590951,32,Tucker Timmerman,,,Fr,P,6-3,R/R,15081,,15,,8.10,16.2,,21,15,15,14,18,,85,67,3,,,3,2,3,1,21,10,,1,299,17,11,2,,1,4,
16,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590931,45,Casey Daiss,,,Jr,P,6-4,R/R,15081,,21,,5.01,23.1,,27,15,13,9,18,,108,93,6,,,1,,4,2,11,5,1,1,342,25,25,,2,5,6,
17,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590946,51,Mason McConnaughey,,,So,P,6-3,R/R,15081,,17,11,3.45,73.0,,65,31,28,24,91,,308,272,11,,,8,6,7,,5,1,3,2,"1,087",61,57,9,3,,23,1
18,2024,2023-24,MBA,463,Nebraska,1,I,Big Ten,8590710,26,Kyle Froehlich,,,Sr,P,6-1,L/R,15081,,20,,4.30,23.0,,24,13,11,5,23,,100,91,3,1,,4,,2,2,13,5,,2,341,18,26,1,1,,9,
