,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,706,UTSA,1,I,AAC,8264449,17,Zach Royse,,,So,P,6-2,R/R,15081,,16,11,4.91,44.0,,51,26,24,14,27,,202,178,5,,1,8,7,5,,3,,3,2,710,44,60,,3,,5,
1,2024,2023-24,MBA,706,UTSA,1,I,AAC,8276395,14,Ryan Ward,,,Sr,P,6-2,R/R,15081,,17,3,7.92,25.0,,33,26,22,10,27,,117,106,2,,2,6,2,1,,14,6,,,397,27,17,,3,,4,
2,2024,2023-24,MBA,706,UTSA,1,I,AAC,8269294,23,Daniel Garza,,,Sr,P,6-0,R/R,15081,,17,1,6.03,62.2,,76,45,42,14,63,,277,257,12,2,1,10,3,3,,18,8,1,2,"1,033",54,64,3,3,2,16,
3,2024,2023-24,MBA,706,UTSA,1,I,AAC,8258931,12,Ulises Quiroga,,,Sr,P,6-2,R/R,15081,,14,12,4.08,70.2,,64,35,32,26,59,,301,268,13,2,,10,7,4,,,,3,,"1,073",51,93,8,2,,15,
4,2024,2023-24,MBA,706,UTSA,1,I,AAC,8269429,13,Ruger Riojas,,,So,P,6-1,R/R,15081,,26,1,3.25,69.1,,68,29,25,18,75,,290,266,9,1,,8,,1,1,32,16,2,3,"1,102",35,89,10,3,7,14,
5,2024,2023-24,MBA,706,UTSA,1,I,AAC,8262838,42,Fischer Kingsbery,,,Sr,P,6-3,R/R,15081,,20,5,3.55,33.0,,33,14,13,11,32,,142,126,6,,,2,,2,,14,7,1,2,497,24,39,1,1,6,13,
6,2024,2023-24,MBA,706,UTSA,1,I,AAC,8283010,6,Ryan Beaird,,,Jr,P,5-9,R/R,15081,,17,4,5.72,28.1,,36,23,18,22,30,,147,120,1,,,3,5,3,,14,8,,2,530,27,26,2,,,11,
7,2024,2023-24,MBA,706,UTSA,1,I,AAC,8281176,50,Braylon Owens,,,Jr,P,6-0,R/R,15081,,20,4,4.99,52.1,,50,30,29,23,53,,229,199,7,1,1,7,5,3,,11,8,1,3,831,39,61,4,1,1,20,1
8,2024,2023-24,MBA,706,UTSA,1,I,AAC,8283820,25,Braden Davis,,,Jr,UT,6-3,R/R,15081,,4,3,14.73,3.2,,5,6,6,4,3,,21,17,2,,,,,,,,,,,92,3,5,,1,,1,
9,2024,2023-24,MBA,706,UTSA,1,I,AAC,8284846,22,Drake Smith,,,Sr,P,6-1,R/R,15081,,7,1,12.96,8.1,,12,12,12,6,12,,44,36,1,,,1,,2,1,4,4,,,121,6,6,1,,,4,
10,2024,2023-24,MBA,706,UTSA,1,I,AAC,8427954,26,Anthony Giannette,,,Jr,P,6-0,R/R,15081,,2,,0.00,1.2,,1,,,1,,,7,6,,,1,,,,,1,1,,,22,2,3,,,,,
11,2024,2023-24,MBA,706,UTSA,1,I,AAC,8428021,51,Conor Myles,,,Jr,P,6-4,L/L,15081,,15,,10.13,18.2,,36,25,21,8,16,,104,88,4,1,3,3,3,4,,10,6,2,2,341,17,21,,2,,8,
12,2024,2023-24,MBA,706,UTSA,1,I,AAC,8427959,28,Zach Longshore,,,Jr,P,6-0,R/R,15081,,14,,6.23,13.0,,14,11,9,9,11,,62,49,2,,,1,1,1,,15,7,1,2,238,11,16,,,,2,
13,2024,2023-24,MBA,706,UTSA,1,I,AAC,8427984,8,Robert Orloski,,,Fr,P,6-4,R/R,15081,,15,11,5.94,53.0,,62,39,35,24,49,,247,210,7,1,,9,5,4,,,,7,2,851,42,65,3,5,,15,
14,2024,2023-24,MBA,706,UTSA,1,I,AAC,8428008,38,Cooper Hrbacek,,,Jr,P,6-0,R/R,15081,,7,,5.00,9.0,,4,5,5,6,9,,39,30,,,,,,2,,4,2,,1,127,8,9,,,,,
