,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8269334,14,Grady Fuchs,,,Sr,P,6-0,R/R,15081,,13,1,6.03,34.1,,31,31,23,21,24,,158,131,6,3,,4,5,4,1,10,4,1,1,356,32,42,1,2,1,9,1
1,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8262631,21,Luke Tupy,,,Sr,P,6-5,L/L,15081,,11,11,2.98,63.1,3,45,22,21,27,82,1,258,223,2,2,,8,3,5,,,,2,1,460,23,75,7,2,,23,2
2,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8272196,4,Drew Beier,,,Sr,INF,5-11,L/R,15081,,2,2,0.00,7.0,,4,,,4,5,,28,24,,,,,,,,,,,,61,4,10,1,,,3,
3,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8272293,1,Payton VanBeck,,,Sr,P,5-10,L/L,15081,,12,11,3.97,65.2,1,65,33,29,23,56,,298,246,16,1,2,4,3,15,,,,10,4,547,79,56,5,4,,17,1
4,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8265496,18,Mason Diaz,,,Sr,C,5-10,R/R,15081,,1,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
5,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8279186,28,Jack Habeck,,,Sr,P,6-1,L/L,15081,,12,10,5.26,63.1,,86,43,37,18,43,,289,262,10,3,,7,5,5,,,,2,2,375,65,67,6,3,,15,3
6,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8285799,25,Cooper Avery,,,Sr,P,6-0,R/R,15081,,16,,3.47,23.1,,21,13,9,5,16,,99,89,6,,,1,,4,,15,10,,1,154,23,27,1,,2,8,
7,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8278650,11,Sawyer Smith,,,Jr,INF,6-4,L/R,15081,,14,1,3.86,21.0,,17,11,9,12,22,,95,74,5,,,3,1,5,3,14,7,4,,81,18,20,2,4,2,7,
8,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419077,10,Nolan Kahle,,,Fr,P,5-11,R/R,15081,,4,,6.35,5.2,,7,5,4,6,5,,32,22,1,,,1,1,2,1,,,1,1,55,5,6,,,1,4,
9,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419155,31,Brody Richardson,,,Jr,P,6-1,R/R,15081,,2,,16.88,2.2,,7,5,5,1,2,,16,13,,,1,1,1,,,3,1,1,1,52,2,4,,,,1,
10,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419090,15,Will Hess,,,Fr,P,6-1,R/R,15081,,7,,10.32,11.1,,15,14,13,12,11,,64,48,2,,1,2,1,4,,8,4,,,153,12,10,,,,5,
11,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419102,9,Christian Lessman,,,Jr,P,6-1,R/R,15081,,2,,8.31,4.1,,5,5,4,1,4,,20,18,2,2,1,,,1,,3,2,,,56,4,4,,,,2,
12,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419147,22,Cael Kolacia,,,So,P,6-2,R/R,15081,,14,8,5.96,48.1,,65,35,32,23,42,,231,191,12,1,,10,4,10,1,5,3,2,5,460,58,31,4,3,1,14,
13,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419152,26,Ryan Roehl,,,Fr,P,6-0,R/R,15081,,7,2,9.49,12.1,,14,14,13,9,9,,62,48,,,,2,4,5,,,,,,142,10,15,,,,1,
14,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419062,7,Sam Lachot,,,Jr,P,6-2,R/R,15081,,7,,9.64,4.2,,5,11,5,5,6,,29,21,,,1,1,1,3,,5,4,,,78,5,2,,,,2,
15,2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8684270,5,Kaden Pfeffer,,,Jr,P,6-1,L/L,15081,,9,5,3.29,41.0,3,34,18,15,11,32,,169,156,6,,,6,2,1,,4,1,,1,405,36,51,5,1,,7,1
