,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527817,8,Austin Beauchamp,,,Fr,P,6-0,,15081,,10,,9.75,12.0,,12,13,13,17,8,,69,47,,,,1,4,4,,6,5,,1,72,5,22,,,,1,
1,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527823,22,Garrett  Emerick,,,Fr,UT,6-1,,15081,,10,,8.49,11.2,,18,18,11,12,8,,68,48,4,,1,3,4,4,,10,4,1,3,145,5,21,,2,,4,
2,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527815,3,Alex Bucolo,,,Fr,P,5-10,,15081,,14,,9.20,14.2,,14,19,15,18,17,,82,57,1,,1,2,4,6,,6,1,1,,155,7,17,1,2,,5,
3,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527822,19,Brad Hood,,,Fr,P,6-3,,15081,,11,2,8.84,19.1,,22,20,19,13,14,,94,78,8,,1,2,,3,,5,1,,,116,16,24,1,1,,2,
4,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527826,30,Nicholas Ficarro,,,So,P,5-10,L/L,15081,,8,,5.00,9.0,,13,7,5,3,5,,44,40,3,,,1,1,1,,5,3,,,40,5,16,,,,2,
5,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8264329,42,Luke Payne,,,Sr,P,-,,15081,,14,1,8.44,26.2,,44,26,25,8,22,,131,117,8,2,,7,3,2,,9,3,,4,181,24,29,1,,,5,
6,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8266350,10,Joseph Gleason,,,So,P,-,,15081,,15,,5.85,20.0,,22,17,13,18,24,,103,78,4,,,2,7,3,1,12,9,3,1,166,14,18,2,3,2,5,
7,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8277404,13,Harold Ivery,,,So,UT,-,,15081,,2,,9.00,2.0,,1,3,2,7,2,,15,8,,,,,,,,,,,,5,,4,,,,2,
8,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8266688,41,Austin Lewis,,,Jr,P,5-11,,15081,,13,11,6.18,55.1,2,67,46,38,28,72,,271,230,12,1,,2,3,7,1,1,1,4,2,509,44,45,2,5,,17,
9,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8269847,35,E. Woznick,,,So,p,-,,15081,,5,,6.75,4.0,,5,3,3,4,4,,21,17,1,,,,,,,5,3,,,52,4,4,,,,2,
10,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8285162,15,Ryan King,,,Sr,P,-,,15081,,11,11,9.73,45.1,,63,55,49,28,35,,230,189,13,,,9,4,5,1,,,3,5,309,50,44,3,7,,10,
11,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8280620,14,Jacob Houtz,,,Jr,UT,6-2,,15081,,4,1,13.50,5.1,,10,9,8,3,6,,32,27,2,,,3,,1,,5,5,1,,66,6,4,,1,,1,
12,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8278514,12,Eric Gustofson,,,Sr,P,-,,15081,,11,11,4.04,55.2,3,58,38,25,23,85,,255,222,11,,2,6,2,3,,,,5,1,262,40,34,2,6,,16,4
13,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527825,28,Tyler Swineford,,,Fr,UT,6-3,,15081,,9,9,7.57,35.2,1,42,35,30,22,19,1,178,141,7,1,1,6,1,10,,,,4,1,514,42,37,3,4,,9,1
14,2024,2023-24,MBA,384,Mansfield,2,II,PSAC,8527830,36,Todd Erney,,,Sr,P,-,,15081,,6,,27.00,4.0,,16,17,12,4,1,,34,29,3,,,1,2,1,,,,,,25,4,4,,,,1,
