,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8259848,21,Brandon Rodgers,,,Sr,P,6-0,L/L,15081,,30,1,5.19,43.1,,46,27,25,16,31,,195,165,6,1,1,5,2,6,1,8,5,6,2,485,43,48,2,1,2,10,
1,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8259956,37,Mason Gwyn,,,Sr,P,6-2,R/R,15081,,30,3,3.38,53.1,,50,25,20,21,35,,235,199,10,1,,4,3,9,,12,4,2,4,406,60,54,9,1,,10,
2,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8453142,9,Carson Edmiston,,,Fr,INF,6-3,L/R,15081,,18,5,5.33,27.0,,27,20,16,20,22,,134,102,3,,,5,4,4,1,,,7,1,308,33,24,,2,,5,
3,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8265224,28,Chase Johnson,,,Jr,P,6-3,R/R,15081,,4,,10.80,3.1,,4,4,4,2,,,16,13,1,,,,,1,,1,1,,,58,4,5,,,,,
4,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8271001,12,Austin Fine,,,Sr,P,6-0,R/R,15081,,21,17,3.78,112.0,1,102,58,47,28,83,,481,424,24,,1,11,3,20,1,3,3,4,5,929,94,141,10,3,,27,2
5,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8263100,11,Casey Gouge,,,So,P,6-2,L/L,15081,,25,5,4.44,46.2,,39,24,23,31,42,,209,168,2,,,4,4,7,2,2,2,2,1,490,40,49,5,2,1,8,1
6,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8267937,36,Chase Drinkard,,,Sr,P,5-10,R/R,15081,,3,,12.27,3.2,,4,5,5,4,1,,22,15,,,,,2,2,,,,,1,82,5,5,1,,,,
7,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8279250,7,Cole Hales,,,Sr,UT,5-9,R/R,15081,,20,7,3.69,39.0,,34,17,16,14,29,,170,148,5,,,6,3,5,1,7,2,1,2,406,31,54,5,,3,11,
8,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8281891,14,Harris Jackson,,,Sr,P,5-11,R/R,15081,,11,,5.40,6.2,,6,4,4,6,4,,37,23,,,,1,3,5,,5,1,1,2,96,3,13,,,,2,
9,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8280824,40,Griffyn Shelton,,,Sr,P,6-0,R/R,15081,,3,,4.50,2.0,,3,1,1,1,2,,11,9,,,,,1,1,,1,,,,19,2,2,,,1,2,
10,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8453160,31,Payne Stolsworth,,,Sr,P,6-3,R/R,15081,,21,17,3.63,111.2,2,111,48,45,31,86,1,476,425,17,,,9,3,13,,3,,4,3,"1,049",112,112,11,4,,32,2
11,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8453155,24,Hayden Simmerson,,,Fr,P,6-3,R/R,15081,,30,8,3.98,72.1,,62,37,32,45,83,,325,266,9,1,1,10,11,7,2,6,3,4,3,755,61,63,3,4,8,23,1
12,2024,2023-24,MBA,1001,Catawba,2,II,SAC,8453144,10,Trace Aufderhar III,,,Fr,P,6-3,R/R,15081,,13,,11.45,11.0,,14,15,14,10,10,,58,45,,,,2,3,3,,2,,,,168,7,12,,,,4,1
