,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8268902,43,Michael Cook,,,Sr,P,5-10,R/R,15081,,5,1,9.53,11.1,,18,17,12,8,10,,61,49,6,1,,,3,1,,4,4,,3,175,11,11,1,1,,3,1
1,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8270007,16,Gavin Shrum,,,So,INF,5-7,R/R,15081,,1,,0.00,1.0,,1,,,0,,,3,3,,,,,,,,,,,,7,1,1,,,,,
2,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8265743,38,Ayden Hall,,,So,P,6-3,R/R,15081,,11,9,8.49,35.0,,49,43,33,23,24,,183,148,9,3,,4,5,6,,,,3,2,546,30,45,1,5,,11,1
3,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8262222,30,Anthony  Bartiromo,,,Jr,P,6-0,R/R,15081,,1,,,,,1,3,2,1,,,3,1,,,,,1,1,,1,1,,,10,,,,,,,
4,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8263568,31,Jackson Phelps,,,So,P,6-1,R/R,15081,,11,10,5.93,57.2,,56,43,38,26,53,,255,214,12,1,1,3,4,9,,,,5,1,734,48,60,,7,,13,
5,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8265955,61,Levi O'Connor,,,So,P,6-1,L/L,15081,,1,,0.00,1.0,,,,,,,,3,3,,,,,,,,,,,,5,1,2,,,,,
6,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8269202,40,Jacob Rollyson,,,So,P,6-4,R/R,15081,,11,9,7.69,48.0,1,69,52,41,25,30,,254,209,16,1,,4,7,9,1,,,5,6,701,41,74,,7,,4,
7,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8270486,13,Josh Salinas,,,Sr,UT,6-1,R/R,15081,,6,6,4.30,29.1,1,28,20,14,16,23,,139,111,6,2,3,2,2,11,2,,,1,,315,22,36,1,3,,5,1
8,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8266262,15,Mark Bunch,,,So,P,6-2,L/L,15081,,9,3,19.55,9.2,,21,23,21,9,4,,62,48,5,2,,2,5,2,,3,1,,3,113,10,15,,1,,,
9,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8267518,49,Caesen Sutton,,,So,P,6-3,R/R,15081,,11,1,9.15,19.2,,31,27,20,6,9,,98,84,7,4,1,2,3,2,,2,1,2,4,184,18,29,,2,,4,
10,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8262754,9,Michael Paljich,,,Sr,P,5-11,R/R,15081,,19,1,7.04,30.2,,43,30,24,10,20,,146,127,12,4,2,1,2,2,2,3,3,6,1,448,38,30,2,3,4,7,1
11,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8265122,46,Allen Laytart,,,Jr,P,6-3,R/L,15081,,10,2,6.57,12.1,,21,11,9,2,13,,60,58,5,1,,1,,,,,,,,172,9,12,,1,,6,
12,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8274587,42,Richard Forgach II,,,Jr,P,6-0,L/L,15081,,3,,3.00,3.0,,3,1,1,1,1,,11,10,,,,,,,,,,,,43,1,5,,,,1,
13,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8280335,36,JT Thompson,,,So,INF,6-1,R/R,15081,,7,,14.21,6.1,,16,11,10,6,4,,42,33,6,1,,1,2,2,,1,1,,1,102,5,8,,,,2,
14,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8279193,35,Kai Duda,,,Sr,INF,6-3,R/R,15081,,4,,12.27,3.2,,7,6,5,1,2,,22,19,3,,,,2,1,,1,1,,1,40,4,4,,,,1,
15,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8283096,17,Broc Pickens,,,Jr,INF,6-3,R/R,15081,,7,1,6.94,11.2,,19,12,9,6,4,,57,50,4,1,,2,1,,,,,1,,149,15,12,1,2,,1,
16,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8278447,54,TJ Curry,,,Jr,P,6-1,R/R,15081,,13,2,5.68,31.2,,42,21,20,11,20,,149,130,8,1,1,2,4,2,,,,4,2,438,22,48,,1,,6,2
17,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8598123,37,G. Faraguna,,,N/A,p,-,,15081,,12,,9.20,14.2,,29,17,15,11,3,,83,66,7,1,1,1,3,,,4,3,4,2,251,22,15,1,1,,1,
18,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8679882,49,Ben France,,,So,ph,-,,15081,,10,3,3.20,19.2,,12,11,7,8,11,,87,71,3,,,1,7,7,,,,,1,281,13,34,2,2,,2,
19,2024,2023-24,MBA,30137,Malone,2,II,G-MAC,8678471,45,C. Smith,,,N/A,p,-,,15081,,12,,8.40,15.0,,17,19,14,11,11,,77,61,2,1,,,1,2,,1,,2,1,181,18,14,,1,,2,
