season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2024,2023-24,MBA,407,Mercy,2,II,ECC,8259643,40,Scott Scheppy,,,Jr,P,6-1,B/R,15081,,10,4,8.18,33.0,,41,36,30,18,17,,160,136,7,3,4,2,1,3,,,,1,2,397,38,40,2,1,,3,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8262339,31,Denis Garcia,,,Jr,P,6-4,R/R,15081,,4,,9.64,4.2,,8,5,5,9,7,,31,22,,,,,5,,,,,,,46,3,4,,,,3,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8263973,15,Brian Zbytniewski,,,So,P,6-0,R/R,15081,,13,2,8.47,17.0,,30,21,16,16,13,,98,76,5,1,,,2,3,,7,1,2,1,292,15,19,,1,2,6,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8265943,24,Ryan Rozinski,,,Sr,P,6-2,R/R,15081,,11,9,6.44,43.1,,53,38,31,17,34,,204,180,8,5,3,3,6,6,,,,1,,629,38,53,3,4,,10,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8266771,47,Diego Wirz,,,So,P,6-1,R/R,15081,,9,4,7.71,16.1,,13,14,14,15,13,,78,54,2,,,2,3,7,,,,1,1,239,19,11,,3,,5,1
2024,2023-24,MBA,407,Mercy,2,II,ECC,8269840,22,Joshua Alvarado,,,Sr,P,6-1,R/R,15081,,8,,9.00,6.0,,9,6,6,5,6,,33,28,,1,,2,,,,4,4,,,74,4,7,,,,2,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8274343,23,Matthew Manzoeillo,,,Jr,P,6-0,R/L,15081,,16,3,4.19,43.0,,39,23,20,18,29,,182,152,9,,,2,3,4,,4,3,3,5,506,39,46,3,4,,9,3
2024,2023-24,MBA,407,Mercy,2,II,ECC,8276611,46,Gabriel Soto,,,Sr,P,6-0,R/R,15081,,5,,6.35,5.2,,10,4,4,1,,,28,24,1,,,1,,1,,,,1,1,63,11,5,,,1,,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8276773,36,Ryan Ehret,,,So,P,5-9,R/R,15081,,9,,5.11,12.1,,16,11,7,8,9,,57,47,2,,,,5,,,,,,2,192,11,11,1,,,1,
2024,2023-24,MBA,407,Mercy,2,II,ECC,8280747,43,Gaetano Pennisi,,,Sr,P,5-11,R/R,15081,,1,,18.00,1.0,,1,2,2,,1,,7,4,,,,,2,3,,,,,,20,1,1,,,,,
