,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589460,1,Chauncey Adams,,,Sr,INF,5-10,,15081,,4,1,8.38,9.2,,20,20,9,10,4,,67,53,3,,,,4,1,,,,1,1,41,14,9,1,,,2,
1,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8264271,22,Gabriel Fuentes,,,So,P,5-6,,15081,,8,3,12.62,25.2,,48,43,36,19,10,,144,105,8,3,1,4,,2,,6,3,2,1,,23,29,,2,1,1,1
2,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8278168,25,Steven Huggins,,,So,1B,6-5,,15081,,6,4,8.18,22.0,1,43,43,20,26,10,,136,90,6,4,,1,4,1,,1,,,2,,18,19,,3,,2,
3,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8266567,17,Tre'Bion Lindsay,,,So,C,5-10,,15081,,1,,,,,0,3,3,3,,,5,,,,,,,2,,,,,,,,,,,,,
4,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8279165,12,Justin Shelby,,,Sr,INF,6-0,,15081,,2,1,37.80,1.2,,2,7,7,2,2,,13,7,,,,,,4,,,,,,,1,,,1,,,
5,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8280493,11,Clayton Dyer,,,So,OF,6-0,,15081,,6,2,27.00,4.2,,10,26,14,20,2,,48,24,2,,1,1,8,2,,2,2,,2,,2,9,,2,,,
6,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8285916,5,Eldrion Harvell,,,Jr,SS,6-2,,15081,,6,,11.00,18.0,,29,24,22,8,10,,99,79,5,1,1,4,3,6,,9,7,2,4,8,16,26,,,,5,
7,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589468,19,Ryan Meglis,,,Fr,OF,6-0,,15081,,4,2,21.75,12.0,,23,34,29,19,2,,85,39,2,,,2,9,5,,3,3,,1,50,9,11,,1,,2,
8,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589462,13,Jerry Willis,,,Fr,P,5-7,,15081,,6,4,8.81,31.2,2,47,54,31,24,16,,184,150,12,1,2,5,6,9,,1,,1,,64,41,30,1,3,,3,1
9,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8596964,23,Jojo Mann,,,Jr,p,-,,15081,,11,10,11.29,55.0,,98,83,69,33,39,,309,228,18,2,,5,6,9,,1,,5,6,349,44,60,,8,,11,1
10,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8596963,8,Jeremy Kelly,,,Jr,lf,-,,15081,,2,,13.50,1.1,,4,2,2,1,,,10,8,1,,,,,1,,5,3,,,33,1,3,,,,,
11,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8591468,4,Vincent Norvell,,,So,C,5-10,,15081,,12,4,15.70,32.2,,61,72,57,35,15,,206,142,13,4,,4,6,11,,6,4,,4,128,21,47,2,2,,3,
12,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8591477,15,Zion LaGrone,,,So,P,6-2,,15081,,6,2,12.79,12.2,,22,25,18,11,12,,69,37,6,1,1,2,2,,,1,1,,,,5,8,,2,,2,1
13,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589466,16,Cameron Williams,,,So,OF,6-0,,15081,,1,,,,,2,5,5,2,,,6,2,1,,,,,2,,2,2,,,,,,,,,,
14,2024,2023-24,MBA,350,LeMoyne-Owen,2,II,SIAC,8589464,14,Phillip Edwards,,,Sr,P,5-11,,15081,,2,,18.56,5.1,,8,12,11,14,4,,38,23,3,1,,1,2,,,6,6,,1,49,3,8,,,,,
