season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8273101,27,Jared Matheson,,,Sr,P,6-1,R/R,15081,,10,6,5.68,19.0,,12,13,12,14,20,,88,66,2,,,2,2,5,,2,1,,2,366,13,22,1,1,,5,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589183,34,Jackson Wilkerson,,,Fr,P,5-10,L/L,15081,,3,,21.60,1.2,,7,5,4,1,1,,14,12,,,,,,1,,7,7,,,49,2,2,,,,1,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8262978,4,Kobe Andrade,,,Sr,P,6-1,L/L,15081,,23,,6.55,33.0,,38,32,24,15,33,,155,131,8,3,,4,1,4,,19,7,3,2,551,30,31,,2,2,14,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8264104,55,Tanner Duke,,,Fr,P,6-2,R/R,15081,,13,4,7.83,23.0,,32,20,20,13,19,,117,93,5,2,1,4,,6,,8,5,2,3,422,25,21,1,3,,4,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8280292,18,Andrew Petrowski,,,Jr,P,6-1,R/R,15081,,21,1,7.15,22.2,,27,19,18,15,18,,109,90,6,2,,3,,1,1,17,7,1,2,396,20,27,,,1,5,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8282949,24,Mason Marriott,,,Jr,P,6-0,L/R,15081,,14,14,5.94,69.2,,75,51,46,37,65,,323,270,11,4,,6,7,9,,,,2,5,"1,159",66,66,3,7,,21,1
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8286867,51,Cole Stasio,,,Sr,P,6-5,R/R,15081,,3,1,36.00,2.0,,6,8,8,3,,,16,11,1,1,,,,2,,2,2,,,60,3,2,,,,,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8278251,49,Grant Golomb,,,Sr,P,6-1,R/R,15081,,15,,6.05,19.1,,15,16,13,7,19,,85,73,3,1,,3,,5,,10,5,,,318,14,24,,1,1,4,1
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8280823,35,Collin McKinney,,,Fr,P,6-5,R/R,15081,,14,14,6.70,49.2,,52,50,37,35,60,,243,198,11,1,1,11,,8,1,,,,2,945,26,58,3,6,,18,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8285749,36,Ethan Calder,,,So,P,5-11,L/L,15081,,21,3,3.23,55.2,,50,22,20,12,41,,218,202,4,2,1,3,,2,,17,4,2,,751,60,51,5,3,2,12,5
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8281390,30,Gabe Craig,,,Jr,P,6-5,R/R,15081,,14,,3.09,11.2,,8,5,4,11,17,,56,41,3,,,,3,3,1,13,7,1,,247,6,11,1,,,7,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589413,54,Drew Leach,,,Jr,P,6-3,R/R,15081,,21,,6.66,25.2,,31,21,19,18,28,,132,102,7,,,2,5,11,2,23,11,,1,465,22,20,2,1,,7,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589161,14,Stephen Sepulveda,,,Fr,P,5-11,R/R,15081,,15,,12.50,18.0,,24,26,25,17,19,,100,78,4,,,4,4,4,,7,4,,1,404,18,15,1,,,7,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589174,28,Jackson Elizondo,,,Fr,P,5-10,R/L,15081,,5,,13.50,5.1,,10,9,8,2,7,,28,25,3,,,2,,1,,4,1,,,64,3,5,,1,,1,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589186,50,Patrick Hail,,,Jr,P,6-6,R/R,15081,,17,,7.06,29.1,,36,24,23,23,27,,154,123,7,,,5,2,5,2,16,6,1,2,593,21,39,1,,1,7,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589201,89,RJ Ruais,,,Fr,UT,6-2,L/L,15081,,22,2,5.45,34.2,,40,26,21,18,34,,162,134,12,,,3,2,4,,15,5,4,2,625,31,32,2,,,8,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8589193,44,Will Glatch,,,Jr,P,6-2,R/R,15081,,5,,18.00,3.0,,8,7,6,4,4,,22,16,1,,,2,,1,,7,3,1,,93,3,1,,,,,
2024,2023-24,MBA,51,Baylor,1,I,Big 12,8588763,12,Mason Green,,,Fr,P,6-2,R/L,15081,,15,8,7.20,40.0,,47,35,32,19,38,,185,157,6,1,,8,6,4,1,5,1,2,3,663,37,39,2,6,,9,1
