,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8266814,45,Miles Langhorne,,,Jr,P,6-4,R/R,15081,,12,4,5.40,18.1,,23,17,11,12,22,,90,74,6,,1,,6,2,,2,2,,2,318,16,14,1,3,1,6,
1,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8264376,40,Andrew Spolyar,,,Sr,P,6-2,L/L,15081,,10,,9.87,17.1,,20,19,19,13,15,,89,70,4,,,4,4,3,,11,6,1,2,371,11,25,,,,3,
2,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8267229,41,Joel Sarver,,,Sr,P,6-1,R/R,15081,,3,,18.00,2.0,,3,5,4,3,1,,14,9,1,1,,,,1,,3,3,,1,60,,5,,,,,
3,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8264998,44,Cameron Hansen,,,Jr,P,6-5,R/R,15081,,19,10,9.07,41.2,,58,51,42,16,49,,210,182,11,1,1,11,1,10,,5,2,1,1,703,33,39,1,7,1,15,1
4,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8266471,11,A.J. Wilson,,,Sr,P,6-3,L/L,15081,,27,,4.85,59.1,,48,35,32,23,86,,260,223,14,1,,4,6,12,3,42,6,,2,"1,017",43,46,5,3,,33,
5,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8283992,52,Tony Rossi,,,Sr,P,6-3,R/R,15081,,25,1,5.52,44.0,,37,30,27,34,68,,212,163,6,1,,7,9,10,,24,14,2,3,890,33,27,4,1,6,17,
6,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424096,12,Chase Carson,,,Jr,P,6-4,L/L,15081,,19,13,7.63,46.0,,55,42,39,32,49,,229,185,8,1,1,9,5,6,,5,,2,4,897,47,39,2,2,,14,
7,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424103,17,Wesley Jones,,,Fr,P,6-4,R/R,15081,,2,1,18.00,1.0,,2,2,2,3,,,10,5,1,,,,1,2,,,,,,31,1,2,,,,,
8,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424107,21,Adam Stanton,,,Jr,P,6-3,R/R,15081,,23,7,5.96,51.1,,64,40,34,20,42,,235,208,15,2,,8,3,3,,9,5,2,2,824,55,47,,2,,8,2
9,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424124,25,Trey Baker,,,Sr,P,6-3,R/R,15081,,15,4,9.90,20.0,,28,25,22,10,25,,103,85,6,1,,7,3,5,,13,4,1,1,418,19,13,2,3,,7,
10,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424061,35,Trevor Anibal,,,Sr,P,5-11,R/R,15081,,10,,3.75,12.0,,9,6,5,6,12,,53,43,2,,,2,1,1,,9,6,1,2,188,15,10,,,,7,
11,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424064,37,Cole Reynolds,,,Sr,P,6-5,L/L,15081,,15,15,4.85,72.1,1,61,42,39,39,84,,330,262,12,,1,15,3,21,,,,5,3,"1,252",62,60,4,6,,23,2
12,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424065,46,AJ Pabst,,,Sr,P,5-10,R/R,15081,,3,,18.00,2.0,,4,4,4,0,2,,12,11,1,,,2,,1,,1,,,,44,1,3,,,,,
13,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424067,51,Ryan Douglas,,,Sr,P,6-1,R/R,15081,,7,,4.05,6.2,,7,3,3,2,5,,29,23,1,,,1,,1,,10,3,,3,106,6,8,,,,,
14,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424076,54,Christian Okerholm,,,Jr,P,6-3,R/R,15081,,2,,9.00,2.0,,2,2,2,0,5,,8,8,,,,2,,,,2,2,,,32,,1,,,,2,
15,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424144,29,Joseph Taylor,,,Fr,P,5-11,R/R,15081,,22,,6.10,31.0,,29,24,21,16,32,,140,118,10,1,,3,9,4,,20,13,1,1,520,26,31,3,5,,6,
16,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424165,34,Tanner Kaler,,,Fr,P,6-1,L/L,15081,,11,,6.75,9.1,,10,7,7,8,10,,45,36,2,,,,3,,,12,2,,1,170,7,10,,,,3,1
17,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424151,32,Ryan Degges,,,Jr,UT,6-2,R/R,15081,,24,,6.33,42.2,,37,33,30,33,51,,201,157,9,1,1,7,11,6,1,32,17,3,2,816,37,36,2,1,,13,
18,2024,2023-24,MBA,458,Charlotte,1,I,AAC,8424210,50,Jorge DeCardenas,,,Jr,P,6-2,R/R,15081,,14,3,7.24,13.2,,22,18,11,10,14,,75,61,2,1,,2,5,1,,9,5,2,1,292,16,10,,1,,2,
