,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8259756,34,Miles Hellums,,,Sr,P,6-3,R/R,15081,,18,5,6.42,47.2,,58,35,34,23,30,,228,187,11,,,5,2,7,,5,4,5,6,870,46,62,3,1,1,11,
1,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8264599,17,Chandler David,,,Sr,P,6-1,R/R,15081,,25,,3.45,47.0,,41,22,18,12,55,,204,179,5,2,,5,3,9,,9,1,3,1,799,43,40,4,3,8,16,
2,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8270357,22,Marshall Wales,,,Sr,P,6-1,L/L,15081,,11,8,3.24,33.1,,30,16,12,13,26,,145,125,3,,,4,2,2,,,,3,2,553,27,45,1,1,,6,
3,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8268486,36,Coltin Atkinson,,,Sr,P,6-1,R/R,15081,,15,15,3.81,85.0,1,88,40,36,20,78,1,366,336,25,1,1,9,4,4,,,,4,2,"1,456",72,96,6,5,,26,
4,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8280201,47,Logan Hewitt,,,Jr,P,5-11,R/R,15081,,26,,4.25,48.2,,56,25,23,19,55,,221,194,17,,,3,5,2,,12,3,2,3,832,42,45,2,2,2,12,
5,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8283756,37,Rome Shubert,,,Sr,P,6-0,R/R,15081,,19,,6.30,20.0,,25,14,14,5,17,,92,84,7,,,5,2,2,,10,6,,1,307,18,24,,,,7,
6,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409810,32,Wyatt Tucker,,,Sr,P,6-2,R/R,15081,,23,1,6.17,35.0,,38,24,24,14,33,,163,137,8,2,,5,7,6,,15,4,5,1,618,37,35,3,2,5,3,
7,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409823,25,Marshall Hale,,,Fr,C,6-1,R/R,15081,,1,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,
8,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409827,35,Noah Kendrick,,,Fr,P,6-4,R/R,15081,,4,,18.00,4.0,,7,8,8,7,2,,26,18,1,,,1,,,,2,2,,1,103,4,6,1,,,,
9,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409828,44,Gunnar Brown,,,Jr,P,6-4,R/R,15081,,2,,135.00,0.1,,7,6,5,0,1,,9,9,2,,,2,,,,2,2,,,48,,,,,,1,
10,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409812,13,Malachi Lott,,,Jr,OF,5-9,L/L,15081,,13,,3.86,14.0,,13,7,6,4,16,,64,55,4,,,2,,4,,5,2,1,,221,14,11,2,1,,5,
11,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409820,18,Michael Watson,,,Sr,P,6-2,L/L,15081,,17,13,3.50,72.0,1,52,34,28,25,91,1,300,256,6,4,1,8,3,11,,2,2,3,5,"1,182",37,82,7,1,,24,1
12,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409824,26,Brock Rod,,,Fr,P,5-10,L/L,15081,,7,,8.10,6.2,,8,6,6,6,5,,34,27,2,,,1,,1,,2,,,,130,5,9,,,,,
13,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409825,27,Ryan Peterson,,,Fr,P,6-3,R/R,15081,,14,3,3.86,30.1,,23,13,13,6,24,,119,110,2,2,,5,1,1,,8,1,1,1,421,22,42,2,2,,8,
14,2024,2023-24,MBA,624,Sam Houston,1,I,CUSA,8409819,14,Gavi Coldiron,,,Sr,P,6-2,L/L,15081,,15,13,6.00,60.0,,65,42,40,16,38,,262,237,13,4,1,13,4,7,,,,2,,985,42,93,3,6,,10,
