,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8276168,28,Logan McGuire,,,Jr,P,-,,15081,,12,8,8.63,32.1,,33,32,31,20,34,,150,124,6,,1,9,,3,,2,,2,1,596,25,33,2,3,,10,
1,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8275331,27,Dawson Brown,,,Sr,P,-,,15081,,24,,5.58,30.2,,25,20,19,12,45,,136,115,4,,,3,3,7,1,20,11,,2,535,25,22,2,,4,15,
2,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8271852,38,Carson Ballard,,,Fr,P,-,,15081,,13,6,4.41,34.2,,38,22,17,9,26,,148,133,7,,1,6,1,2,,,,3,1,486,39,31,2,2,1,10,
3,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8270673,3,Jackson Gaspard,,,Fr,UT,-,,15081,,8,,6.75,5.1,,7,4,4,1,2,,24,22,2,,,,,1,,5,1,,,64,4,9,,,,,
4,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8261450,51,Terry Busse,,,Jr,P,-,,15081,,11,1,10.38,8.2,,10,11,10,10,7,,47,34,1,,2,3,1,2,,2,1,1,,190,8,10,,,,1,
5,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8262689,15,Riley Stanford,,,Fr,UT,-,,15081,,19,,5.94,16.2,,22,15,11,12,18,,88,69,3,,,3,1,5,,15,5,2,,329,11,19,2,1,1,5,
6,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590264,45,Michal Kovala,,,Fr,P,-,,15081,,17,,4.00,18.0,,20,12,8,16,18,,92,69,3,,,3,7,3,1,17,6,3,1,324,18,15,,,,3,
7,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590222,2,Cameron Jones,,,Sr,UT,-,R/L,15081,,17,8,5.31,59.1,2,58,35,35,20,41,1,255,225,14,,,9,3,6,1,14,8,1,3,862,63,65,4,2,3,9,
8,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590246,26,Brett Denby,,,Fr,INF,-,,15081,,1,,,,,2,2,2,2,,,4,2,,,,,1,,,1,1,,,19,,,,,,,
9,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8272264,14,Camron Hill,,,Jr,P,-,,15081,,14,5,5.56,34.0,,30,22,21,19,44,,153,127,7,1,,9,3,3,,4,3,2,2,607,18,38,3,1,,8,
10,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8279535,21,Ben King,,,Jr,P,-,,15081,,28,,6.70,41.2,,40,35,31,17,44,,195,159,8,,1,7,3,11,3,22,10,6,2,678,39,39,2,2,1,8,
11,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8284463,37,Caden Gaudette,,,Fr,P,-,,15081,,9,,5.00,9.0,,9,5,5,4,6,,39,33,3,,,2,1,1,,5,1,1,,138,6,13,,,,2,
12,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8287686,34,Aeden Finateri,,,Jr,P,-,,15081,,16,16,6.24,75.0,,95,55,52,22,80,,344,308,10,,,19,2,11,,,,1,2,"1,245",66,66,6,4,,17,
13,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8284784,5,Demitri Diamant,,,So,INF,-,,15081,,3,,4.50,2.0,,1,1,1,2,1,,9,7,,,,,,,,2,2,,,23,1,4,,,,1,
14,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590242,22,Tate McKee,,,Fr,P,-,,15081,,18,8,7.28,47.0,,46,39,38,28,61,,219,183,12,2,1,9,3,4,2,8,6,2,2,813,43,35,4,5,1,26,1
15,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590269,46,Camren Landry,,,Jr,P,-,R/R,15081,,3,,43.20,1.2,,9,8,8,1,1,,16,14,,,,1,,1,,2,,,,42,3,1,,,,,
16,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590249,29,Mason Patel,,,Jr,P,-,R/R,15081,,14,5,8.25,36.0,,54,33,33,16,32,,175,149,9,,,6,2,4,1,10,5,1,5,608,42,27,2,3,,10,1
17,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590252,30,Brett Thomas,,,Sr,P,6-5,R/R,15081,,24,1,6.14,29.1,,31,22,20,27,32,,149,113,5,,,2,8,3,4,13,8,4,2,528,33,20,4,2,1,9,1
18,2024,2023-24,MBA,255,Georgia Tech,1,I,ACC,8590254,32,Brett Barfield,,,So,P,6-2,R/L,15081,,16,,6.75,16.0,,22,15,12,10,18,,83,70,6,,,1,,3,1,15,5,,,274,16,11,,,,10,
