,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8590120,26,Tim Krol,,,Sr,P,6-2,R/R,15081,,13,5,6.08,40.0,,56,32,27,25,35,,201,170,17,1,,2,7,3,,4,1,2,1,757,39,40,2,6,1,13,1
1,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8263577,20,Daniel Provost,,,So,P,5-11,L/L,15081,,8,,11.91,11.1,,18,15,15,15,12,,70,50,1,1,,3,4,3,,1,1,1,1,259,5,17,1,,,4,
2,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8590117,22,Ethan Teixeira,,,Sr,P,6-2,R/R,15081,,6,6,5.91,32.0,,37,30,21,18,22,,157,134,8,,,3,2,4,,,,,1,395,29,42,,1,,10,
3,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8277220,5,Anderson Cuello Batista,,,Sr,P,6-1,R/R,15081,,3,,6.23,4.1,,6,3,3,4,1,,22,17,3,,,,,,1,3,2,1,,58,8,3,,,,,
4,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8273542,13,Jayden Maynard,,,So,P,6-1,R/R,15081,,1,,27.00,1.0,,4,3,3,1,,,9,7,2,,,,,1,,,,,,,1,2,,,,,
5,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8261777,33,Vaughn O'Leary,,,So,P,6-4,L/R,15081,,5,5,8.84,18.1,1,28,19,18,9,17,,92,81,7,,,1,,,,,,1,1,291,16,21,1,3,,4,
6,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8280323,7,Kaden Paterson,,,So,P,6-0,R/R,15081,,10,10,6.75,41.1,,45,39,31,34,23,,212,163,10,1,,3,9,8,,,,4,3,752,45,51,2,4,,5,
7,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8282014,48,Javier Gonzalez,,,Jr,INF,5-8,R/R,15081,,3,,18.90,3.1,,10,9,7,4,2,,25,20,3,,1,,5,,,,,,1,49,4,4,,,,1,
8,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8286156,36,Hayden Mutz,,,Jr,P,6-4,R/R,15081,,18,,5.01,32.1,,44,26,18,23,37,,165,137,9,1,1,2,7,1,,9,5,3,1,620,28,29,1,3,2,10,
9,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8589887,3,Aidan Greene,,,Fr,P,6-0,R/R,15081,,10,,17.36,9.1,,16,32,18,19,11,,67,45,5,,,2,3,3,,1,1,,,243,9,7,1,,,3,
10,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8589904,9,Danny Burns,,,Fr,P,6-3,R/R,15081,,2,,29.45,3.2,,9,13,12,5,2,,27,19,1,,1,,1,3,,1,,,,88,6,2,,,,1,
11,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8681116,5,A. Batista,,,N/A,p,-,,15081,,13,,6.65,23.0,,28,19,17,13,12,,107,89,9,,1,1,1,3,,,,,2,357,19,30,2,1,2,6,1
12,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8589892,6,Nick Balcom,,,Jr,P,6-3,R/R,15081,,12,12,5.78,62.1,,69,46,40,50,61,,301,245,9,2,1,5,5,3,,,,,3,"1,089",36,75,2,5,,18,1
13,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8590114,21,Alex Perez,,,Sr,P,6-1,R/R,15081,,15,,4.24,23.1,,21,16,11,22,27,,117,87,4,,1,,7,5,1,9,1,1,2,420,20,18,1,2,1,8,
14,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8590122,27,Romel Roca,,,Fr,INF,5-11,R/R,15081,,12,1,7.36,18.1,,21,15,15,14,7,,93,71,4,,5,1,2,5,2,3,3,2,1,281,21,23,,3,2,1,
15,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8590148,50,Hayden Magliano,,,Fr,P,6-0,R/R,15081,,12,4,10.36,24.1,,44,30,28,15,18,,131,111,7,2,,2,2,3,,3,3,1,1,446,20,30,1,1,,9,2
16,2024,2023-24,MBA,22,American Int'l,2,II,NE10,8590142,44,Greg Sherokow,,,Fr,P,5-11,R/R,15081,,2,,7.71,4.2,,9,9,4,3,3,,29,25,3,,,1,3,1,,2,1,,,105,6,5,,,,1,
