,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8426973,11,Noah  Cekalla,,,Jr,P,-,R/R,15081,,12,,7.94,11.1,,14,13,10,5,19,,56,47,4,,,2,3,2,,11,4,,2,160,8,6,1,1,2,4,
1,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8426976,19,Bennett  Knapper,,,Jr,UT,-,L/R,15081,,14,2,6.33,21.1,,27,19,15,13,13,,105,87,3,,,3,4,4,,8,3,,1,335,27,19,1,2,,2,
2,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8426980,32,Zach  Hoehn,,,Jr,P,-,R/R,15081,,2,,3.86,2.1,,0,1,1,2,4,,10,7,,,,,4,1,,2,1,,,47,3,,,,,2,
3,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8426981,38,Will Hoernemann,,,Jr,P,-,R/R,15081,,9,,17.61,7.2,,23,15,15,6,8,,49,42,3,,,3,,1,,6,5,,,165,7,5,,,,4,
4,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8276193,20,Shay Endres,,,So,P,-,R/R,15081,,14,5,5.66,47.2,1,59,32,30,13,38,,213,192,13,,2,10,2,5,,4,2,2,1,707,40,56,3,3,,13,
5,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8267167,16,Cameron Jensen,,,Jr,P,-,R/R,15081,,17,,3.86,25.2,,20,13,11,14,36,,118,97,1,1,1,1,1,4,1,22,4,1,1,420,18,21,3,2,2,12,
6,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8270431,26,Carter Petron,,,Jr,P,6-1,L/L,15081,,12,12,4.87,61.0,2,63,36,33,33,66,1,288,236,7,2,1,6,11,15,,,,2,2,746,48,59,6,2,,25,
7,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8271817,40,Hayden Molva,,,Sr,P,-,R/R,15081,,6,,17.47,5.2,,15,12,11,0,4,,32,30,2,1,,2,1,,,5,4,2,,92,7,5,,,,2,
8,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8271820,13,Owen Latendresse,,,Jr,UT,-,R/R,15081,,3,,6.00,3.0,,5,2,2,3,5,,16,12,2,,,,1,,1,2,1,1,,69,3,,1,,,2,
9,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8275565,21,Kobe Lovell,,,Sr,P,-,L/L,15081,,20,,9.33,18.1,,27,22,19,8,12,,91,77,3,,,3,1,5,,14,4,,1,285,19,18,,2,,,4
10,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8274425,35,Brady Brosz,,,Sr,P,-,R/R,15081,,4,,11.57,2.1,,3,3,3,3,2,,14,10,,,,1,,,,4,,,1,64,3,2,,,,,
11,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8261613,37,Kolby Kiser,,,Sr,P,-,R/R,15081,,13,12,2.52,78.2,6,74,26,22,17,78,1,331,299,11,1,,5,1,10,,2,2,4,1,"1,016",83,65,7,3,,15,
12,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8278539,6,Ryan Chmielewski,,,Jr,P,-,R/L,15081,,12,12,7.25,63.1,,88,59,51,31,73,,304,266,11,3,,10,8,3,,,,4,,953,69,39,3,7,,19,1
13,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8282554,17,Ansen Dulas,,,Sr,P,-,L/R,15081,,10,8,5.49,39.1,,44,28,24,20,52,,188,161,10,2,,5,6,3,,2,1,2,2,766,31,32,2,2,,12,1
14,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8287437,10,Jerod Cyrus,,,Jr,P,-,R/R,15081,,15,,10.64,11.0,,5,18,13,15,8,,59,37,1,,2,,7,4,,7,6,2,1,203,12,11,,,,1,
15,2024,2023-24,MBA,8736,Southwest Minn. St.,2,II,NSIC,8426978,24,Cody  Wichmann,,,Fr,UT,-,R/R,15081,,3,,7.71,2.1,,1,2,2,3,2,,10,6,,,1,1,,,,4,3,,1,30,1,3,,,,1,
