,season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
0,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8269961,33,Max Martin,,,So,P,6-5,R/R,15081,,15,,8.10,20.0,,27,19,18,15,19,,102,85,5,1,,3,2,1,1,3,,1,,364,22,17,1,,2,8,
1,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8266005,42,Ryder Brooks,,,So,P,6-3,L/L,15081,,22,1,5.30,35.2,,45,24,21,12,32,,173,146,7,2,1,4,5,7,,26,10,7,1,559,38,35,2,1,,8,
2,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8276866,13,Nick Pinto,,,Sr,P,6-0,L/L,15081,,17,16,3.91,94.1,,105,46,41,23,99,,410,371,13,1,,6,2,6,,,,5,5,"1,500",100,75,9,2,,27,2
3,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8276877,35,Michael Pirrello,,,So,P,6-2,R/R,15081,,5,,5.40,6.2,,7,4,4,3,8,,31,26,,,,,,1,,3,2,1,,108,10,3,2,,,2,
4,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8268300,32,David Vizcaino,,,Jr,P,6-3,R/R,15081,,15,,6.43,21.0,,23,19,15,10,28,,102,82,9,,,3,2,7,,7,5,1,2,393,11,22,,1,1,7,
5,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8274374,41,Elliot Joslin,,,So,P,6-6,R/R,15081,,3,,11.57,2.1,,1,3,3,4,2,,12,8,,,,,,,,,,,,50,3,2,,,,1,
6,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8273528,17,Riley Kelly,,,So,P,6-5,R/R,15081,,9,4,5.29,17.0,,14,10,10,12,18,,79,65,3,,,2,7,2,,2,,,,349,10,22,3,,,4,
7,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8271154,14,Danny Suarez,,,Jr,P,6-3,R/R,15081,,4,3,3.18,5.2,,5,4,2,3,10,,27,23,1,,1,,,1,,,,,,114,,7,,,,3,
8,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8279787,22,Cameron Wheeler,,,Sr,P,6-1,R/R,15081,,14,,7.45,19.1,,28,19,16,6,17,,94,84,3,2,,4,2,3,,5,3,1,,316,25,13,1,1,,4,
9,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392764,27,Brandon Luu,,,Fr,P,6-2,L/L,15081,,14,10,4.09,44.0,,44,23,20,19,25,,197,163,3,1,1,2,4,8,1,2,1,5,2,725,45,54,5,1,,8,1
10,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392755,12,David Utagawa,,,Jr,P,6-4,R/R,15081,,27,,6.25,31.2,,29,27,22,15,36,,140,121,2,1,,4,4,3,,23,10,1,,540,35,20,3,1,1,10,1
11,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392757,31,Dante Zamudio,,,Jr,UT,6-1,R/R,15081,,1,,13.50,0.2,,1,1,1,1,1,,4,2,1,,,,,1,,1,1,,,16,,,,,1,1,
12,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392765,28,Trevor Hansen,,,Fr,P,6-2,R/R,15081,,16,16,5.69,74.1,,91,54,47,34,74,,346,303,16,3,,8,3,4,,,,5,,"1,303",76,63,6,4,,24,3
13,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392772,43,Ricky Ojeda,,,Fr,P,5-11,L/L,15081,,25,,3.46,52.0,,41,22,20,25,74,,226,189,4,,,1,7,8,,15,7,3,1,920,39,36,6,1,1,28,1
14,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392752,18,Ricky Tibbett,,,Sr,P,6-2,R/R,15081,,30,,3.93,50.1,,45,23,22,24,54,,221,190,5,1,,5,1,3,4,29,10,2,2,816,59,32,4,1,10,14,1
15,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392751,44,Nick Rincover,,,Sr,P,6-2,L/L,15081,,19,1,2.60,17.1,,17,5,5,10,16,,82,65,,,,2,1,3,1,12,5,2,2,279,17,18,1,,,1,1
16,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392762,20,Tim Grack,,,Fr,UT,6-1,R/R,15081,,16,8,5.60,35.1,,38,23,22,21,39,,164,137,8,2,,2,2,2,,4,1,1,3,642,26,37,2,1,,5,
17,2024,2023-24,MBA,109,UC Irvine,1,I,Big West,8392771,39,David Butler,,,Jr,P,6-2,R/R,15081,,9,,4.50,10.0,,8,6,5,3,9,,42,37,3,,,1,2,2,,,,,,154,10,10,,,,1,
