season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,pitching_G,pitching_APP,pitching_GS,pitching_ERA,pitching_IP,pitching_CG,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_SHO,pitching_BF,pitching_AB,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SFA,pitching_PI,pitching_GO,pitching_FO,pitching_W,pitching_L,pitching_SV,pitching_KL,pitching_PK
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8269999,10,Cooper Symmons,,,Jr,P,6-0,L/L,15081,,12,4,6.20,20.1,,36,16,14,7,11,,102,90,3,2,,,3,3,,6,4,,2,199,20,22,1,1,1,5,1
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8269280,22,Anthony Aleman,,,Jr,P,6-6,L/L,15081,,8,,2.84,6.1,,3,2,2,5,6,,27,21,1,,,,,1,,5,4,,,81,1,11,,1,,2,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8271947,20,Evan Langston,,,Jr,P,6-1,R/R,15081,,16,12,4.79,73.1,,73,46,39,28,64,,328,279,15,1,1,2,10,11,1,3,1,4,6,471,101,43,7,4,1,16,1
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8266362,35,Kaleb Bush,,,Sr,P,6-5,R/R,15081,,15,2,7.90,27.1,,33,28,24,19,22,,135,113,5,,,1,10,2,1,5,4,1,,274,28,28,5,1,,10,1
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8271041,23,Solon White,,,Sr,P,6-2,R/R,15081,,9,2,11.17,9.2,,20,20,12,8,3,,60,47,3,,,1,5,4,,5,4,,1,153,11,12,,1,,1,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448692,1,John Mahoney,,,Jr,UT,5-10,R/R,15081,,3,,24.00,3.0,,8,8,8,1,3,,20,17,,,,2,1,2,,,,,,38,2,4,,,,1,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448775,27,Jason Gilley,,,So,P,6-4,R/R,15081,,1,,40.50,0.2,,0,3,3,1,1,,7,2,,,,,1,4,,,,,,,1,,,,,1,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448767,26,Bryce Coe,,,So,P,5-10,R/R,15081,,13,,6.94,11.2,,7,10,9,15,11,,57,37,1,,,1,6,2,,8,5,1,2,108,9,11,1,1,1,6,1
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448783,30,Landen Harris,,,Jr,P,6-2,R/R,15081,,19,2,5.35,37.0,,53,35,22,21,21,,198,163,12,,,4,7,12,,10,5,2,,297,50,37,3,2,,7,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448786,33,Jackson Kent,,,Jr,P,6-4,R/R,15081,,12,1,6.23,8.2,,6,13,6,10,6,,52,32,2,,,2,2,10,,4,,,,97,7,10,1,1,,2,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448789,36,Harun Pelja,,,Jr,P,6-4,R/R,15081,,13,10,5.52,58.2,,58,44,36,26,57,,276,228,9,3,3,2,10,18,,,,2,2,317,52,60,4,2,,23,1
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8278723,24,Michael Racobaldo,,,Sr,P,6-4,R/R,15081,,13,13,3.29,52.0,,48,28,19,36,63,,240,193,9,2,2,2,6,5,,,,3,3,459,35,49,1,4,,16,2
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8283696,28,Justin Repasky,,,Jr,P,6-2,L/L,15081,,3,,20.25,2.2,,7,6,6,5,3,,19,14,1,1,,,4,,,2,2,,,57,1,3,,,,,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448791,37,Kai St. Germaine,,,Jr,P,6-0,R/R,15081,,8,5,4.02,31.1,1,28,16,14,9,28,,126,113,5,,,4,3,1,,4,2,1,2,113,30,28,5,1,,12,3
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448792,38,Miles Justin,,,Jr,P,6-1,R/R,15081,,17,1,4.65,40.2,,49,26,21,13,33,,184,165,7,,,8,2,2,1,3,1,2,2,182,42,40,3,,,10,1
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448794,39,Ethan Ell,,,Fr,P,6-2,L/L,15081,,1,,,,,2,3,3,1,,,3,2,1,,,,,,,,,,,,,,,,,,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448721,18,Chambers McGilberry,,,Jr,P,6-0,R/R,15081,,14,1,10.69,16.0,,26,27,19,14,14,,96,76,6,1,,1,2,5,1,9,6,1,,120,23,10,,1,,3,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8448784,32,Luke Baker,,,So,P,5-10,R/R,15081,,9,,3.72,9.2,,11,6,4,4,9,,47,40,1,,,,2,3,,3,1,,,121,8,10,1,,,4,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8688824,13,G. Simeon,,,N/A,p,-,,15081,,3,,4.50,2.0,,3,2,1,2,3,,12,10,,,,,,,,,,,,49,2,1,,,,1,
2024,2023-24,MBA,30191,Spring Hill,2,II,SIAC,8684478,40,Donovan Monsees,,,Fr,P,6-2,R/R,15081,,11,,8.25,12.0,,14,11,11,8,18,,60,50,3,,2,,1,,,11,6,1,1,137,11,7,,1,,7,
